Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Chapitre, Type, Conserver, Revoir,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Notes
778,se,e,e,E,e,Et,ø,E,6,traduction,Non, Non,3,1,1,1,1,2,NA,1,
779,si,sy,si,sy,sinon,sy,ø,si,6,traduction,Non, Non,1,1,1,1,2,1,NA,1,
780,touiere,sopieren,toviere,toviere,supieren,toviere,ø,touiere,6,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
781,denuestenle,tener,denuéstenle,denuéstenle,tener,demuéstrenle,ø,denuestenle,6,traduction,Oui, Non,4,1,2,2,1,3,NA,4,
782,castiguenle,castíguenlos,castíguenle,castíguenle,castígenlos,castíguenle,ø,castiguenle,6,traduction,Oui, Non,1,2,1,1,2,1,NA,1,
783,echenlo,échenle,échenlo,échenlo,échenlo,échenlo,ø,echen,6,traduction,Non, Non,3,1,3,3,3,3,NA,2,
784,segunda,ii°,segunda,segunda,terçera,segunda,ø,segunda,6,traduction,Non, Non,1,1,1,1,2,1,NA,1,
785,la,La,La,La,do,La,ø,La,6,traduction,Non, Non,2,2,2,2,1,2,NA,2,
786,terçera,iii°,iii°,iii°,fueren,terçera,ø,tercera,6,traduction,Non, Non,3,2,2,2,1,3,NA,3,
787,cosa,cosa,cosa,cosa,terçero,cosa,ø,cosa,6,traduction,Non, Non,2,2,2,2,1,2,NA,2,
788,perseguir,perseguir,seguir,perseguir,segir,perseguir,ø,perseguir,6,traduction,Non, Non,1,1,2,1,2,1,NA,1,
789,quarta,iiii°,iii°,iii°,iiii°,quarta,ø,tercera,6,traduction,Non, Non,3,1,2,2,1,3,NA,4,
790,es,en,es,es,es,es,ø,es,6,traduction,Non, Non,1,2,1,1,1,1,NA,1,
791,a,a,a,a,a,de,ø,a,6,traduction,Non, Non,1,1,1,1,1,2,NA,1,
792,si,sy,si,si,si,sy,ø,si,6,traduction,Non, Non,1,2,1,1,1,2,NA,1,
793,fuesas,foyas,fuesas,fuessas,foyas,fuesos,ø,fuessas,6,traduction,Oui, Non,2,1,2,2,1,3,NA,2,
794,salto,saltar,salto,salto,saltar,saltar,ø,salto,6,traduction,Oui, Non,2,1,2,2,1,1,NA,2,
795,tan,tanbién,tanbién,tanbién,tanbién,tanbién,ø,tan,6,traduction,Non, Non,2,1,1,1,1,1,NA,2,
796,cauallo,cavallo,cavallo,cavallo,cavallo,cavalleros,ø,cauallo,6,traduction,Oui, Non,2,2,2,2,2,1,NA,2,
797,acostunbrar,acostunbrar,costunbrar,acostunbrar,acostunbrar,acostunbrar,ø,acostunbrar,6,traduction,Non, Non,1,1,2,1,1,1,NA,1,
798,e,el,el,el,el,el,ø,el,6,traduction,Non, Non,2,1,1,1,1,1,NA,1,
799,Ca,en,Ca,Ca,ca,ca,ø,ca,6,traduction,Non, Non,2,1,2,2,2,2,NA,2,
800,espanto,espanto,espanto,espantar,espanto,espanto,ø,espanto,6,traduction,Non, Non,1,1,1,2,1,1,NA,1,
801,lo,Lo,Lo,Lo,Lo,Lo,ø,tercero,6,traduction,Non, Non,2,2,2,2,2,2,NA,1,
802,de,del,de,del,del,del,ø,de,6,traduction,Non, Non,2,1,2,1,1,1,NA,2,
803,conel,con,con,con,con,con,ø,con,6,traduction,Non, Non,2,1,1,1,1,1,NA,1,
804,da,de,da,da,de,de,ø,da,6,traduction,Non, Non,2,1,2,2,1,1,NA,2,
805,grant,gran,grant,grant,guerra,grand,ø,grand,6,traduction,Non, Non,2,2,2,2,1,2,NA,2,
806,atreuençia,atrevençia,atrevençia,atrevençia,atrevençia,atrevimiento,ø,atreuencia,6,traduction,Non, Non,2,2,2,2,2,1,NA,2,
807,engaños,engaños,engaños,engaños,enanos,engenios,ø,engaños,6,traduction,Non, Non,2,2,2,2,3,1,NA,2,
808,theotonicos,Thetónizos,Teothónicos,Theotónicos,Tetónizos,,ø,theotonicos,6,traduction,Non, Non,3,2,5,3,1,4,NA,3,
809,si,sy,si,si,sinon,sy,ø,si,6,traduction,Non, Non,2,2,2,2,1,2,NA,2,
810,guarnida,guarnida,guarnida,guarnidos,guiada,guardados,ø,guarnida,6,traduction,Non, Non,3,3,3,2,4,1,NA,3,
811,segunt,según,segund,segunt,segunt,con,ø,segund,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
812,por,por,por,por,para,para,ø,por,6,glose,Non, Non,2,2,2,2,1,1,NA,2,
813,e,a,e,e,a,e,ø,e,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
814,todo,el,todo,todo,todo,todo,ø,todo,6,glose,Non, Non,1,2,1,1,1,1,NA,1,
815,quanto,quánta,quánto,quánto,quánta,,ø,quanto,6,glose,Non, Non,1,2,1,1,2,2,NA,1,
816,pro,pro,pro,pro,parte,pro,ø,pro,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
817,eso,esto,eso,eso,este,eso,ø,esso,6,glose,Non, Non,1,3,1,1,2,1,NA,1,
818,sobre,sobre,sobre,sobre,sobrel,sobre,ø,sobre,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
819,ethicas,Éthicas,Éthicas,Éthicas,Éticas,Éticas,ø,ethicas,6,glose,Non, Non,1,2,2,2,1,1,NA,1,
820,tañer,tañer,tañer,tañer,tener,tañer,ø,tañer,6,glose,Oui, Non,2,2,2,2,1,2,NA,2,
821,traer,traer,traer,torçer,traer,traer,ø,traer,6,glose,Oui, Non,1,1,1,2,1,1,NA,1,
822,e,e,e,e,e,o,ø,e,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
823,o,e,o,o,e,o,ø,o,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
824,estas,tres,estas,estas,tres,estas,ø,estas,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
825,Ca,ca,Ca,ca,que,Ca,ø,ca,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
826,taner,tañer,tañer,tañer,tener,tañer,ø,tañer,6,glose,Oui, Non,2,2,2,2,1,2,NA,2,
827,enel,en,en,en,en,en,ø,en,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
828,alma,Alma,Ánima,alma,Alma,Alma,ø,alma,6,glose,Non, Non,1,1,2,1,1,1,NA,1,
829,Ca,Ca,Ca,Ca,que,Ca,ø,ca,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
830,asi,asý,así,así,así,sy,ø,asi,6,glose,Non, Non,2,2,2,2,2,1,NA,2,
831,,arredrar,arredrar,arredrar,arredrar,arredrar,ø,arredrar,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
832,abaxar,abaxar,abaxar,abaxar,baxar,abaxar,ø,abaxar,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
833,enfiestas,ensiestas,enfiestas,enfiestas,ensieste,ensiestas,ø,enfiestas,6,glose,Oui, Non,2,3,2,2,1,3,NA,2,
834,si,sý,sí,ssí,sí,sý,ø,si,6,glose,Non, Non,1,1,1,1,1,1,NA,1,
835,estas,aquestas,estas,estas,aquestas,estas,ø,estas,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
836,disponen,exponen,disponen,exponen,esponen,esponen,ø,disponen,6,glose,Oui, Non,2,1,2,1,1,1,NA,2,
837,defender,guardar,defender,defender,guardar,defender,ø,defender,6,glose,Oui, Non,2,1,2,2,1,2,NA,2,
838,señor,Dios,señor,Señor,Dios,Dios,ø,señor,6,glose,Oui, Non,1,2,1,1,2,2,NA,1,
839,sant,Math,sant,ø,sant,ø,ø,sant,6,glose,Non, Non,1,2,1,0,1,0,NA,1,
840,do,do,do,do,do,Do,ø,do,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
841,eso,eso,eso,esso,eso,esto,ø,eso,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
842,para,a,a,para,a,para,ø,para,6,glose,Non, Non,2,1,1,2,1,2,NA,2,
843,cauallo,cavallero,cavallo,cavallo,cavallo,cavallo,ø,cauallo,6,glose,Oui, Non,2,1,2,2,2,2,NA,2,
844,fer,ser,ser,ser,ser,ser,ø,ser,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
845,el,el,al,el,el,al,ø,el,6,glose,Non, Non,1,1,2,1,1,2,NA,1,
846,ø,e,e,e,et,o,ø,e,6,glose,Non, Non,0,2,2,2,3,1,NA,2,
847,Conujenenos,conviénenos,conviénenos,conviénenos,conviénenos,conviénenos,ø,conuienenos,6,glose,Non, Non,1,1,1,1,1,1,NA,2,
848,quier,quiere,quiere,quiere,quiere,quiere,ø,quiere,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
849,comienço,encomienço,comienço,comienço,comienço,escomienço,ø,comienço,6,glose,Non, Non,1,2,1,1,1,3,NA,1,
850,do,que,do,do,que,do,ø,do,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
851,de,del,de,de,del,de,ø,de,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
852,sesto,vi°,vi°,vi°,vi,sesto,ø,sexto,6,glose,Non, Non,2,2,2,2,2,2,NA,1,
853,porque,porque,porque,porque,e,porque,ø,porque,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
854,estos,éstos,éstos,éstos,por,éstos,ø,estos,6,glose,Non, Non,3,1,1,1,2,1,NA,3,
855,porque,por,por,porque,por,por,ø,por,6,glose,Non, Non,2,1,1,2,1,1,NA,1,
856,han,han,an,han,han,sean,ø,han,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
857,al,al,al,al,al,el,ø,al,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
858,sacramentado,sacramento,sacramentado,sacramentado,sacramento,ø,ø,sacramentado,6,glose,Oui, Non,1,2,1,1,2,0,NA,1,
859,lo,le,lo,lo,le,lo,ø,lo,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
860,o,o,o,o,e,o,ø,o,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
861,por,por,por,para,por,por,ø,por,6,glose,Non, Non,1,1,1,2,1,1,NA,1,
862,por,por,por,para,por,por,ø,por,6,glose,Non, Non,1,1,1,2,1,1,NA,1,
863,virtud,virtud,virtud,virtud,virtud,verdad,ø,vertud,6,glose,Oui, Non,1,1,1,1,1,2,NA,1,
864,regno,rregno,regno,regno,rreyno,ynperio,ø,reyno,6,glose,Oui, Non,2,2,2,2,2,1,NA,2,
865,del,del,de,del,de,de,ø,del,6,glose,Non, Non,2,2,1,2,1,1,NA,2,
866,destos,déstos,désto,déstos,déstos,déstos,ø,destos,6,glose,Non, Non,2,3,1,3,3,3,NA,2,
867,e,nin,e,e,nin,e,ø,e,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
868,pequeñno,pequeño,pequeño,pequeño,pequeño,pequeño,ø,pequeño,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
869,nin,nin,nin,nin,nin,et,ø,nin,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
870,le,le,lo,lo,le,lo,ø,lo,6,glose,Non, Non,1,1,2,2,1,2,NA,2,
871,honrra,honrra,honrra,onrra,onrra,onrrada,ø,honrra,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
872,defension,defendiesen,defensión,defensión,defensión,defensión,ø,desension,6,glose,Non,Oui,2,1,2,2,2,2,NA,2,
873,honestat,honestad,honestat,onestat,onestad,onestidat,ø,honestad,6,glose,Non,Non,1,1,1,1,2,1,NA,1,
874,le,le,le,le,le,lo,ø,le,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
875,vençedor,vençedor,vencedor,vençedor,vençedor,ser,ø,vencedor,6,glose,Non, Non,2,2,2,2,2,1,NA,2,
876,quando,quando,quando,quando,quando,vençedor,ø,quando,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
877,faze,faze,faze,faze,faze,faziéndole,ø,faze,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
878,con,con,con,de,con,de,ø,con,6,glose,Non, Non,1,1,1,2,1,2,NA,1,
879,aprouada,aprovada,aprovada,aprovada,provada,aprovada,ø,aprouada,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
880,ser,e,ser,ser,e,ser,ø,ser,6,glose,Non, Non,2,1,2,2,1,2,NA,2,
881,e,e,o,o,e,et,ø,e,6,glose,Non, Non,1,1,2,2,1,3,NA,1,
882,destos,déstos,destos,déste,déstos,déstos,ø,destos,6,glose,Non, Non,1,3,1,2,3,3,NA,1,
883,buenos,dignos,buenos,buenos,dignos,buenos,ø,buenos,6,glose,Oui, Non,2,1,2,2,1,2,NA,2,
884,dignos,buenos,dignos,dignos,buenos,dignos,ø,dignos,6,glose,Oui, Non,2,1,2,2,1,2,NA,2,
885,para,para,para,para,para,en,ø,para,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
886,enel,en,en,en,en,en,ø,en,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
887,enel,en,en,en,en,en,ø,en,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
888,frontino,Frontino,Frontino,Frontino,Frontyn,Frontino,ø,frontino,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
889,E,o,Et,E,E,o,ø,E,6,glose,Non, Non,1,2,3,1,1,2,NA,1,
890,fuyesen,fuyesen,fuyesen,fuyessen,fuyesen,fuyesen,ø,fuyesen,6,glose,Non, Non,1,1,1,2,1,1,NA,1,
891,haz,az,haz,haz,az,lid,ø,haz,6,glose,Non, Non,1,3,1,1,3,2,NA,1,
892,de,de,a,de,de,de,ø,de,6,glose,Non, Non,1,1,2,1,1,1,NA,1,
893,o,o,o,o,e,et,ø,o,6,glose,Non, Non,2,2,2,2,1,3,NA,2,
894,o,o,o,o,e,o,ø,o,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
895,conpañeros,conpañeros,conpañeros,conpañeros,conpañas,conpañeros,ø,conpañeros,6,glose,Oui, Non,2,2,2,2,1,2,NA,2,
896,aun,aun,aún,aún,aún,aun,ø,avn,6,glose,Non, Non,1,1,1,1,1,1,NA,2,
897,era,está,era,era,,era,ø,era,6,glose,Non, Non,1,3,1,1,2,1,NA,1,
898,actoridat,uso,actoridat,autoridat,uso,uso,ø,autoridad,6,glose,Oui, Non,2,1,2,2,1,1,NA,2,
899,e,e,o,e,e,et,ø,e,6,glose,Non, Non,1,1,2,1,1,3,NA,1,
900,vso,abtoridat,uso,uso,abtoridat,abtoridat,ø,vso,6,glose,Oui, Non,1,2,1,1,2,2,NA,1,
901,esa,ø,esa,essa,Esa,esta,ø,essa,6,glose,Non, Non,1,0,1,2,1,3,NA,2,
902,al,capítulo,al,ø,capítulo,capítulo,ø,al,6,glose,Non,Oui,2,1,2,0,1,1,NA,2,
903,espun,spíritu,Espíritu,Espírituo,Spíritu,espíritu,ø,espiritu,6,glose,Non,Non,2,2,2,1,2,2,NA,2,
904,a,a,a,a,de,de,ø,a,6,glose,Non, Non,2,2,2,2,1,1,NA,2,
905,quien,quién,quién,quien,que,quien,ø,quien,6,glose,Non, Non,1,2,2,1,3,1,NA,1,
906,pues,pues,pues,pues,porque,pues,ø,pues,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
907,aun,aun,aun,aún,aun,aun,ø,avn,6,glose,Non, Non,1,1,1,1,1,1,NA,2,
908,caualleria,cavallería,cavallería,cavallería,cavallería,cavallería,ø,,6,glose,Non, Non,1,1,1,1,1,1,NA,2,
909,Ca,Ca,Ca,ca,Ca,et,ø,ca,6,glose,Non, Non,2,2,2,2,2,1,NA,2,
910,fecha,fecha,fecha,fecha,fecho,fecha,ø,fecha,6,glose,Non, Non,2,2,2,2,1,2,NA,2,
911,delos,de,de,de,de,de,ø,de,6,glose,Non, Non,2,1,1,1,1,1,NA,1,
912,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavallería,ø,caualleros,6,glose,Non, Non,2,2,2,2,2,1,NA,2,
913,e,e,e,e,et,nin,ø,e,6,glose,Non, Non,1,1,1,1,2,3,NA,1,
914,fazia,fazié,fazía,fazía,fazía,faze,ø,fazia,6,glose,Non, Non,2,4,3,3,3,1,NA,2,
915,noueno,ø,ix°,ix°,ø,ø,ø,noueno,6,glose,Non, Non,1,0,2,2,0,0,NA,1,
916,le,quel,le,le,le,le,ø,le,6,glose,Non, Non,1,2,1,1,1,1,NA,1,
917,fincar,quedar,fyncar,fincar,guardar,quedar,ø,fincar,6,glose,Non, Non,1,2,1,1,3,2,NA,1,
918,por,con,con,con,con,con,ø,por,6,glose,Non, Non,2,1,1,1,1,1,NA,2,
919,le,quel,le,le,lo,lo,ø,le,6,glose,Non, Non,2,3,2,2,1,1,NA,2,
920,iurar,jurar,jura,jurar,jurar,jurar,ø,jurar,6,glose,Non, Non,1,1,2,1,1,1,NA,1,
921,e,e,e,e,e,o,ø,e,6,glose,Non, Non,1,1,1,1,1,2,NA,1,
922,le,quel,le,le,los,lo,ø,le,6,glose,Non, Non,3,4,3,3,1,2,NA,3,
923,non,nol,,non,ø,non,ø,no,6,glose,Non, Non,1,2,1,1,0,1,NA,1,
924,podia,convinie,ø,podía,ø,podía,ø,podia,6,glose,Oui, Non,2,1,0,2,0,2,NA,2,
925,conuenia,podie,convenía,convenía,ø,convenía,ø,conuenia,6,glose,Oui, Non,1,2,1,1,0,1,NA,1,
926,terçero,iii°,terçero,terçero,después,terçero,ø,tercero,6,glose,Non, Non,1,1,1,1,3,1,NA,2,
927,vij°,vii,vii,vii°,vii,vii,ø,vij,7,,Non, Non,2,3,3,1,3,3,NA,3,
928,ordenada,en,ø,ø,en,en,ø,ø,7,,Non, Non,1,2,0,0,2,2,NA,0,
929,mente,fazienda,ø,ø,fazienda,fazienda,ø,ø,7,,Non,Non,1,2,0,0,2,2,NA,0,
930,menester,menester,mester,menester,menester,menester,ø,menester,7,,Non, Non,1,1,2,1,1,1,NA,1,
931,enque,ø,que,que,que,ø,ø,que,7,traduction,Non, Non,2,0,1,1,1,0,NA,1,
932,leuar,levar,levar,llevar,levar,levar,ø,leuar,7,traduction,Non, Non,1,1,1,2,1,1,NA,1,
933,quanto,quanto,quanto,quanto,que,quanto,ø,quanto,7,traduction,Non, Non,2,2,2,2,1,2,NA,2,
934,las,las,las,laa,las,las,ø,las,7,traduction,Non, Non,1,1,1,2,1,1,NA,1,
935,sentira,sentirá,sintirán,sentirán,consentirá,siente,ø,sentiran,7,traduction,Oui, Non,3,3,2,2,1,4,NA,2,
936,carga,carga,carga,carga,carga,cargo,ø,carga,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
937,le,se,se,se,se,se,ø,se,7,traduction,Non, Non,2,1,1,1,1,1,NA,1,
938,vsar,usar,usar,usar,usar,acostunbrar,ø,vsar,7,traduction,Oui, Non,1,1,1,1,1,2,NA,1,
939,acometer,cometer,acometer,acometer,acometer,acometer,ø,cometer,7,traduction,Non, Non,1,2,1,1,1,1,NA,2,
940,fazer,fazer,fazer,fazer,fazer,fazerse,ø,fazer,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
941,acometer,acometer,cometer,acometer,acometer,cometer,ø,acometer,7,traduction,Non, Non,1,1,2,1,1,2,NA,1,
942,en,en,en,en,con,con,ø,en,7,traduction,Non, Non,2,2,2,2,1,1,NA,2,
943,tomar,tomar,tomar,tomar,tomar,tener,ø,tomar,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
944,leuar,llevar,levar,levar,levar,levar,ø,leuar,7,traduction,Non, Non,1,2,1,1,1,1,NA,1,
945,madero,madero,maderos,madero,madero,madera,ø,madero,7,traduction,Non, Non,2,2,3,2,2,1,NA,2,
946,pesadas,pesadas,pesados,pesadas,pesadas,pesadas,ø,pesadas,7,traduction,Non, Non,1,1,2,1,1,1,NA,1,
947,fazianlos,faziánlos,fazíanlos,fazíanlos,fazíanlos,fazíales,ø,fazianlos,7,traduction,Non, Non,2,2,2,2,2,1,NA,2,
948,los,sus,los,los,sus,sus,ø,los,7,traduction,Non, Non,2,1,2,2,1,1,NA,2,
949,mostrauanlos,mostrávanlos,mostrávanlos,mostravanlos,amostravanlos,mostrávanles,ø,mostrauanlos,7,traduction,Non, Non,2,2,2,2,3,1,NA,2,
950,encima,ençima,en,ençima,ençima,ençima,ø,encima,7,traduction,Non, Non,1,1,2,1,1,1,NA,1,
951,los,sus,sus,sus,sus,sus,ø,los,7,traduction,Non, Non,2,1,1,1,1,1,NA,2,
952,acostunbrauan,acostunbravan,acostunbravan,acostunbravan,acostunbravan,acostunbravan,ø,acostunbrauan,7,traduction,Non, Non,2,1,1,1,1,1,NA,2,
953,en,a,en,en,a,en,ø,en,7,traduction,Non, Non,2,1,2,2,1,2,NA,2,
954,en,a,en,en,a,en,ø,en,7,traduction,Non, Non,2,1,2,2,1,2,NA,2,
955,lancar,lançar,lançar,,lançar,lançar,ø,lançar,7,traduction,Non, Non,2,1,1,2,1,1,NA,1,
956,bezauanlos,bezávanlos,abezavan,mostravan,bezavanlos,bezávanles,ø,bezauanlos,7,traduction,Non, Non,2,2,4,1,2,3,NA,2,
957,les,las,les,las,las,los,ø,les,7,traduction,Non, Non,2,1,2,1,1,3,NA,2,
958,alançasen,lançasen,alançasen,alançassen,lançasen,lançasen,ø,alançassen,7,traduction,Non, Non,1,2,1,2,2,2,NA,2,
959,acostunbrar,usar,acostunbrar,acostunbrar,usar,usar,ø,acostunbrar,7,traduction,Oui, Non,2,1,2,2,1,1,NA,2,
960,legar,llegar,llegar,llegar,llegar,allegar,ø,llegar,7,traduction,Non, Non,2,3,3,3,3,1,NA,3,
961,que,aunque,aunque,que,aunque,aunque,ø,que,7,traduction,Non, Non,2,1,1,2,1,1,NA,2,
962,llegar,llegar,llegar,llegar,llegar,allegar,ø,llegar,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
963,ante,ante,ante,antes,ante,ante,ø,ante,7,traduction,Non, Non,1,1,1,2,1,1,NA,1,
964,golpar,golpar,golpar,golpar,golpar,golpar,ø,golpear,7,traduction,Non, Non,1,1,2,1,1,1,NA,2,
965,quinto,v°,v°,v°,quinto,quinto,ø,quinto,7,traduction,Non, Non,1,2,2,2,1,1,NA,1,
966,lidiadores,diadores,lidiadores,lidiadores,lidiadores,lidiadores,ø,lidiadores,7,traduction,Non, Non,1,2,1,1,1,1,NA,1,
967,lançar,lançar,,lançar,lançar,lançar,ø,lançar,7,traduction,Non, Non,1,1,2,1,1,1,NA,1,
968,de,del,de,de,de,de,ø,de,7,traduction,Non, Non,1,2,1,1,1,1,NA,1,
969,do,que,de,do,que,do,ø,do,7,traduction,Non, Non,3,2,1,3,2,3,NA,3,
970,a,de,a,a,de,de,ø,a,7,traduction,Non, Non,2,1,2,2,1,1,NA,2,
971,lancar,lançar,lançar,lançar,lançar,lançar,ø,lançar,7,traduction,Non, Non,2,1,1,1,1,1,NA,1,
972,pedregosos,peligrosos,pedregoso,pedregosos,peligrosos,pedregosos,ø,pedregosos,7,traduction,Oui, Non,1,3,2,1,3,1,NA,1,
973,aun,aun,aun,aún,aun,aun,ø,avn,7,traduction,Non, Non,1,1,1,1,1,1,NA,2,
974,lançar,lançar,alançar,lançar,lançar,lançar,ø,lançar,7,traduction,Non, Non,1,1,2,1,1,1,NA,1,
975,o,e,o,o,e,o,ø,o,7,traduction,Non, Non,2,1,2,2,1,2,NA,2,
976,cerçadas,çercadas,çercadas,çercadas,çercadas,çercadas,ø,cercadas,7,traduction,Non, Non,2,1,1,1,1,1,NA,1,
977,fuertes,de,fuertes,fuertes,de,fustes,ø,fuertes,7,traduction,Non, Non,2,1,2,2,1,3,NA,2,
978,lueñe,bien,lueñe,lueñe,bien,lueñe,ø,lueñe,7,traduction,Non, Non,2,1,2,2,1,2,NA,2,
979,leuar,llevar,levar,levar,levar,levar,ø,leuar,7,traduction,Non, Non,1,2,1,1,1,1,NA,1,
980,plomadas,plomadas,plomadas,plomadas,proniadas,plomadas,ø,plomadas,7,traduction,Oui, Non,2,2,2,2,1,2,NA,2,
981,con,con,con,con,con,en,ø,con,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
982,que,que,desque,que,aquí,que,ø,que,7,traduction,Non, Non,1,1,2,1,3,1,NA,1,
983,fuertes,fuertes,fuertes,fuertes,fuertes,grandes,ø,fuertes,7,traduction,Oui, Non,1,1,1,1,1,2,NA,1,
984,son,son,son,son,ø,e,ø,son,7,traduction,Non, Non,2,2,2,2,0,1,NA,2,
985,caualgar,cada,cavalgar,cavalgar,cada,cavalgar,ø,caualgar,7,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
986,armas,lugar,armas,armas,lugar,armas,ø,armas,7,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
987,acaesçiere,acaesçier,acaesciere,acaesçiere,acaeçiere,mejor,ø,acaesciere,7,traduction,Oui, Non,2,3,3,2,2,1,NA,3,
988,Ca,Ca,que,Ca,ca,Ca,ø,Ca,7,traduction,Non, Non,1,1,2,1,1,1,NA,1,
989,e,e,e,e,e,o,ø,e,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
990,enel,en,en,en,en,en,ø,en,7,traduction,Non, Non,2,1,1,1,1,1,NA,1,
991,enellos,ellos,ellos,ellos,ellos,ellos,ø,ellos,7,traduction,Non, Non,2,1,1,1,1,1,NA,1,
992,ø,diestro,diestro,diestro,ø,syniestro,ø,diestro,7,traduction,Oui, Non,0,1,1,1,0,2,NA,1,
993,siniestro,syniestro,siniestro,siniestro,ø,diestro,ø,siniestro,7,traduction,Oui, Non,2,2,2,2,0,1,NA,2,
994,espadas,espadas,espadas,espadas,espadas,,ø,espadas,7,traduction,Oui, Non,1,1,1,1,1,2,NA,1,
995,enel,en,en,en,en,en,ø,en,7,traduction,Non, Non,2,1,1,1,1,1,NA,1,
996,subian,subién,sobían,sabían,subían,subían,ø,subian,7,traduction,Non, Non,1,1,1,2,1,1,NA,1,
997,ochauo,viii°,viii°,viii°,viii°,ochavo,ø,octauo,7,traduction,Non, Non,1,2,2,2,2,1,NA,2,
998,puentes,puentes,puentes,puestos,puentes,puentes,ø,puentes,7,traduction,Non, Non,1,1,1,2,1,1,NA,1,
999,peresçieron,peresçieron,peresçieron,pereçieron,,padesçen,ø,perescieron,7,traduction,Oui, Non,1,1,1,1,1,2,NA,1,
1000,los,les,los,los,les,los,ø,los,7,traduction,Non, Non,2,1,2,2,1,2,NA,2,
1001,leuauanlos,llevávanlos,levávanlos,levávanlos,levávanlos,levávanlos,ø,leuauanlos,7,traduction,Non, Non,2,1,1,1,1,1,NA,2,
1002,fazianlos,faziénles,fazíanlos,fazíanlos,faziénles,fazíanles,ø,fazianlos,7,traduction,Non, Non,1,2,1,1,2,2,NA,1,
1003,tanbién,tanbién,tanbién,tanbién,tanbién,tanbién,ø,tan,7,traduction,Non, Non,1,1,1,1,1,1,NA,2,
1004,a,ca,Ca,ca,Ca,ca,ø,ca,7,traduction,Non, Non,1,2,2,2,2,2,NA,2,
1005,para,a,para,para,a,a,ø,para,7,traduction,Non, Non,2,1,2,2,1,1,NA,2,
1006,a,a,a,a,a,en,ø,a,7,traduction,Non, Non,1,1,1,1,1,2,NA,1,
1007,fablando,fablando,fablando,fablando,fasta,fablando,ø,fablando,7,glose,Oui, Non,2,2,2,2,1,2,NA,2,
1008,materia,materia,materia,materia,manera,manera,ø,materia,7,glose,Oui, Non,2,2,2,2,1,1,NA,2,
1009,antigos,antiguos,antiguos,antiguos,amigos,antiguos,ø,antiguos,7,glose,Non, Non,1,1,1,1,2,1,NA,1,
1010,husados,usados,usados,usados,usados,usados,ø,vsados,7,glose,Non, Non,1,2,2,2,2,2,NA,2,
1011,aquellas,aquellas,aquellas,aquellas,aquellas,aquellas,ø,lo,7,glose,Non, Non,1,1,1,1,1,1,NA,2,
1012,del,de,del,del,de,de,ø,del,7,glose,Non, Non,2,1,2,2,1,1,NA,2,
