A,B,G,J,Q,R,Z,U,Analyse, Chapitre, Type, Conserver, Revoir
12732,lucano,Lucario,Lucano,Lucano,Lucario,Lucano,lucano,ø,#entite_nommee,7,glose,Non, Non
12733,fablando,fablando,fablando,fablando,fablando,fablando,fablando,ø,#not_apparat,7,glose,Non, Non
12734,de,de,de,de,de,de,de,ø,#not_apparat,7,glose,Non, Non
12735,la,la,la,la,la,la,la,ø,#not_apparat,7,glose,Non, Non
12736,alabança,alabança,alabança,alabança,alabança,alabança,alabança,ø,#not_apparat,7,glose,Non, Non
12737,dellos,dellos,dellos,dellos,dellos,dellos,dellos,ø,#not_apparat,7,glose,Non, Non
12738,ø,ø,ø,ø,ø,e,ø,ø,#omission,7,glose,Non, Non
12739,en,en,en,en,en,en,en,ø,#not_apparat,7,glose,Non, Non
12740,como,commo,commo,commo,commo,commo,como,ø,#morphosyntactique,7,glose,Non, Non
12741,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,7,glose,Non, Non
12742,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,7,glose,Non, Non
12743,vsados,usados,usados,usados,usados,usado,vsados,ø,#morphosyntactique,7,glose,Non, Non
12744,en,en,en,en,en,en,en,ø,#not_apparat,7,glose,Non, Non
12745,las,las,las,las,las,las,las,ø,#not_apparat,7,glose,Non, Non
12746,armas,armas,armas,armas,armas,armas,armas,ø,#not_apparat,7,glose,Non, Non
12747,e,e,e,e,et,et,e,ø,#filtre,7,glose,Non, Non
12748,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,7,glose,Non, Non
12749,bien,bien,ø,bien,bien,bien,bien,ø,#omission,7,glose,Non, Non
12750,acostunbrados,acostunbrados,acostunbrados,acostunbrados,acostunbrados,acostunbrados,acostumbrados,ø,#graphique,7,glose,Non, Non
12751,E,E,Et,e,ø,ø,E,ø,#omission #filtre,7,glose,Non, Non
12752,adelante,adelante,adelante,adelante,adelante,adelante,adelante,ø,#not_apparat,7,glose,Non, Non
12753,diremos,diremos,diremos,diremos,diremos,diremos,diremos,ø,#not_apparat,7,glose,Non, Non
12754,quales,quáles,quáles,quáles,quáles,quáles,quales,ø,#normalisation,7,glose,Non, Non
12755,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,7,glose,Non, Non
12756,en,en,en,ø,con,en,en,ø,#lexicale,7,glose,Non, Non
12757,todos,todos,todos,ø,todos,todos,todos,ø,#not_apparat,7,glose,Non, Non
12758,sus,sus,sus,ø,sus,sus,sus,ø,#not_apparat,7,glose,Non, Non
12759,fechos,fechos,fechos,ø,fechos,fechos,fechos,ø,#not_apparat,7,glose,Non, Non
12760,Capitulo,Capítulo,Capítulo,Capítulo,Capítulo,Capítulo,Capítulo,ø,#normalisation,8,,Non, Non
12761,viij°,viii°,viii°,viii°,viii°,viii,viij,ø,#lexicale,8,,Non, Non
12762,do,do,do,do,do,quán,do,ø,#lexicale,8,,Non, Non
12763,muestra,muestra,muestra,muestra,muestra,provechosa,muestra,ø,#lexicale,8,,Non, Non
12764,que,que,que,que,que,ø,que,ø,#omission,8,,Non, Non
12765,cosa,cosa,cosa,cosa,cosa,cosa,cosa,ø,#not_apparat,8,,Non, Non
12766,prouechosa,ø,ø,aprovechosa,ø,ø,prouechosa,ø,#omission #graphique,8,,Non, Non
12767,es,es,es,es,es,es,es,ø,#not_apparat,8,,Non, Non
12768,ø,aprovechosa,provechosa,ø,provechosa,ø,ø,ø,#omission #graphique,8,,Non, Non
12769,en,en,en,en,en,en,en,ø,#not_apparat,8,,Non, Non
12770,la,la,la,la,la,la,la,ø,#not_apparat,8,,Non, Non
12771,batalla,batalla,batalla,batalla,batalla,batalla,batalla,ø,#not_apparat,8,,Non, Non
12772,ø,ø,ø,ø,ø,de,ø,ø,#omission,8,,Non, Non
12773,fazer,fazer,fazer,fazer,fazer,fazer,fazer,ø,#not_apparat,8,,Non, Non
12774,carcauas,cavas,carcavas,carcavas,cavas,cavas,carcauas,ø,#lexicale,8,,Non, Non
12775,e,e,e,e,e,et,e,ø,#filtre,8,,Non, Non
12776,ø,fazer,ø,ø,fazer,ø,ø,ø,#omission,8,,Non, Non
12777,castillos,castillos,castillos,castillos,castillos,castillos,castillos,ø,#not_apparat,8,,Non, Non
12778,e,e,e,e,e,e,e,ø,#not_apparat,8,,Non, Non
12779,fortalezas,fortalezas,fortalezas,fortalezas,fortalezas,fortalezas,fortalezas,ø,#not_apparat,8,,Non, Non
12780,e,e,e,e,e,e,e,ø,#not_apparat,8,,Non, Non
12781,en,en,en,en,en,en,en,ø,#not_apparat,8,,Non, Non
12782,qual,quál,quál,quál,qué,qué,qual,ø,#lexicale,8,,Non, Non
12783,manera,manera,manera,manera,manera,manera,manera,ø,#not_apparat,8,,Non, Non
12784,se,se,se,se,se,se,se,ø,#not_apparat,8,,Non, Non
12785,han,han,han,han,han,han,han,ø,#not_apparat,8,,Non, Non
12786,de,de,de,de,de,de,de,ø,#not_apparat,8,,Non, Non
12787,fazer,fazer,fazer,fazer,fazer,fazer,fazer,ø,#not_apparat,8,,Non, Non
12788,los,los,los,los,los,los,los,ø,#not_apparat,8,,Non, Non
12789,castillos,castillos,castillos,castillos,castillos,castillos,castillos,ø,#not_apparat,8,,Non, Non
12790,e,e,e,e,e,ø,e,ø,#not_apparat,8,,Non, Non
12791,que,qué,qué,qué,qué,ø,que,ø,#normalisation,8,,Non, Non
12792,cosa,cosas,cosas,cosas,cosas,ø,cosas,ø,#personne,8,,Non, Non
12793,son,son,son,son,son,ø,son,ø,#not_apparat,8,,Non, Non
12794,menester,menester,mester,menester,menester,ø,menester,ø,#lexicale,8,,Non, Non
12795,para,para,para,para,para,ø,para,ø,#not_apparat,8,,Non, Non
12796,ellos,ellos,ellos,ellos,ellos,ø,ellos,ø,#not_apparat,8,,Non, Non
12797,ø,ø,ø,ø,n,e,ø,ø,#lexicale,8,traduction,Non, Non
12798,ø,ø,ø,ø,el,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12799,ø,ø,ø,ø,viii°,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12800,ø,ø,ø,ø,capítulo,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12801,ø,ø,ø,ø,do,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12802,ø,ø,ø,ø,muestra,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12803,ø,ø,ø,ø,que,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12804,ø,ø,ø,ø,cosa,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12805,ø,ø,ø,ø,es,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12806,ø,ø,ø,ø,provechosa,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12807,ø,ø,ø,ø,en,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12808,ø,ø,ø,ø,la,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12809,ø,ø,ø,ø,batalla,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12810,ø,ø,ø,ø,fazer,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12811,ø,ø,ø,ø,cavas,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12812,ø,ø,ø,ø,e,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12813,ø,ø,ø,ø,fazer,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12814,ø,ø,ø,ø,castillos,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12815,ø,ø,ø,ø,e,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12816,ø,ø,ø,ø,fortalezas,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12817,ø,ø,ø,ø,e,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12818,ø,ø,ø,ø,en,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12819,ø,ø,ø,ø,quál,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12820,ø,ø,ø,ø,manera,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12821,ø,ø,ø,ø,se,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12822,ø,ø,ø,ø,han,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12823,ø,ø,ø,ø,de,notar,ø,ø,#lexicale,8,traduction,Non, Non
12824,ø,ø,ø,ø,fazer,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12825,ø,ø,ø,ø,los,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12826,ø,ø,ø,ø,castillos,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12827,ø,ø,ø,ø,e,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12828,ø,ø,ø,ø,qué,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12829,ø,ø,ø,ø,cosas,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12830,ø,ø,ø,ø,son,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12831,ø,ø,ø,ø,menester,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12832,ø,ø,ø,ø,para,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12833,ø,ø,ø,ø,ellos,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12834,ø,onviene,ø,ø,conviene,ø,ø,ø,#graphique,8,traduction,Non, Non
12835,ø,de,ø,ø,de,ø,ø,ø,#not_apparat,8,traduction,Non, Non
12836,ø,notar,ø,ø,notar,conviene,ø,ø,#lexicale,8,traduction,Non, Non
12837,ø,que,ø,ø,que,que,ø,ø,#not_apparat,8,traduction,Non, Non
12838,Oda,toda,oda,oda,toda,toda,da,ø,#graphique,8,traduction,Non, Non
12839,la,la,la,la,la,la,la,ø,#not_apparat,8,traduction,Non, Non
12840,sentençia,sentençia,sentençia,sentençia,sentençia,sentençia,sentencia,ø,#graphique,8,traduction,Non, Non
12841,deste,deste,deste,deste,deste,deste,deste,ø,#not_apparat,8,traduction,Non, Non
12842,capitulo,capítulo,capítulo,capítulo,capítulo,capítulo,capitulo,ø,#normalisation,8,traduction,Non, Non
12843,esta,está,está,está,está,está,esta,ø,#normalisation,8,traduction,Non, Non
12844,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12845,quatro,quatro,quatro,iiii°,quatro,quatro,quatro,ø,#lexicale,8,traduction,Non, Non
12846,cosas,cosas,cosas,cosas,cosas,cosas,cosas,ø,#not_apparat,8,traduction,Non, Non
12847,la,La,La,La,La,La,La,ø,#graphique,8,traduction,Non, Non
12848,primera,primera,primera,primera,primera,primera,primera,ø,#not_apparat,8,traduction,Non, Non
12849,es,es,es,es,ø,es,es,ø,#omission,8,traduction,Non, Non
12850,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12851,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,8,traduction,Non, Non
12852,prouechosa,provechosa,provechosa,provechosa,provechosa,provechosa,prouechosa,ø,#graphique,8,traduction,Non, Non
12853,cosa,cosa,cosa,cosa,cosa,cosa,cosa,ø,#not_apparat,8,traduction,Non, Non
12854,es,es,es,es,es,es,es,ø,#not_apparat,8,traduction,Non, Non
12855,a,a,a,a,a,a,a,ø,#not_apparat,8,traduction,Non, Non
12856,los,los,los,los,los,los,los,ø,#not_apparat,8,traduction,Non, Non
12857,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12858,han,han,an,han,han,han,han,ø,#graphique,8,traduction,Non, Non
12859,de,de,de,de,de,de,de,ø,#not_apparat,8,traduction,Non, Non
12860,entrar,entrar,entrar,entrar,entrar,entrar,entrar,ø,#not_apparat,8,traduction,Non, Non
12861,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12862,la,ø,la,la,ø,ø,la,ø,#omission,8,traduction,Non, Non
12863,fazienda,fazienda,fazienda,fazienda,fazienda,faziendas,fazienda,ø,#personne,8,traduction,Non, Non
12864,fazer,fazer,fazer,fazer,fazer,fazer,fazer,ø,#not_apparat,8,traduction,Non, Non
12865,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12866,la,la,la,la,la,la,la,ø,#not_apparat,8,traduction,Non, Non
12867,hueste,hueste,hueste,hueste,hueste,hueste,hueste,ø,#not_apparat,8,traduction,Non, Non
12868,carcauas,carcavas,carcavas,carcavas,catravas,carcavas,carcauas,ø,#lexicale,8,traduction,Non, Non
12869,E,Et,e,e,e,et,E,ø,#filtre,8,traduction,Non, Non
12870,esto,esto,esto,esto,esto,esto,esto,ø,#not_apparat,8,traduction,Non, Non
12871,se,se,se,se,se,se,se,ø,#not_apparat,8,traduction,Non, Non
12872,declara,declara,declara,declara,declara,declara,declara,ø,#not_apparat,8,traduction,Non, Non
12873,asi,asý,así,así,así,asý,asy,ø,#graphique,8,traduction,Non, Non
12874,Ca,ca,Ca,Ca,Ca,ca,Ca,ø,#graphique,8,traduction,Non, Non
12875,dize,dize,dize,dize,dize,dize,dize,ø,#not_apparat,8,traduction,Non, Non
12876,vegeçio,Vegeçio,Vegeçio,Vegeçio,Vegeçio,Vejeçio,Vegecio,ø,#graphique,8,traduction,Non, Non
12877,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12878,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12879,todas,todas,todas,todas,todas,todas,todas,ø,#not_apparat,8,traduction,Non, Non
12880,las,las,las,las,las,las,las,ø,#not_apparat,8,traduction,Non, Non
12881,otras,otras,otras,otras,otras,otras,otras,ø,#not_apparat,8,traduction,Non, Non
12882,cosas,cosas,cosas,cosas,cosas,cosas,cosas,ø,#not_apparat,8,traduction,Non, Non
12883,se,se,se,se,se,se,se,ø,#not_apparat,8,traduction,Non, Non
12884,puede,puede,puede,puede,puede,pueden,puede,ø,#morphosyntactique,8,traduction,Non, Non
12885,emendar,emendar,emendar,emendar,emendar,emendar,emendar,ø,#not_apparat,8,traduction,Non, Non
12886,el,el,el,el,el,los,el,ø,#morphosyntactique,8,traduction,Non, Non
12887,error,error,error,error,error,errores,error,ø,#personne,8,traduction,Non, Non
12888,sinon,synon,sinon,sinon,sinon,synon,sinon,ø,#graphique,8,traduction,Non, Non
12889,ø,en,en,en,en,en,en,ø,#omission,8,traduction,Non, Non
12890,la,la,la,la,la,las,la,ø,#morphosyntactique,8,traduction,Non, Non
12891,fazienda,fazienda,fazienda,fazienda,fazienda,faziendas,fazienda,ø,#personne,8,traduction,Non, Non
12892,o,o,o,o,o,o,o,ø,#not_apparat,8,traduction,Non, Non
12893,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12894,la,la,la,la,la,las,la,ø,#morphosyntactique,8,traduction,Non, Non
12895,lid,lid,lid,lid,lid,lides,lid,ø,#personne,8,traduction,Non, Non
12896,do,Do,do,do,do,do,do,ø,#lexicale,8,traduction,Non, Non
12897,se,se,se,se,se,se,se,ø,#not_apparat,8,traduction,Non, Non
12898,sigue,sigue,sigue,sigue,sige,sigue,sigue,ø,#graphique,8,traduction,Non, Non
12899,luego,luego,luego,luego,luego,ø,luego,ø,#omission #transposition,8,traduction,Non, Non
12900,la,la,la,la,la,la,la,ø,#not_apparat,8,traduction,Non, Non
12901,pena,pena,pena,pena,pena,pena,pena,ø,#not_apparat,8,traduction,Non, Non
12902,ø,ø,ø,ø,ø,luego,ø,ø,#omission #transposition,8,traduction,Non, Non
12903,al,al,al,al,al,al,al,ø,#not_apparat,8,traduction,Non, Non
12904,yerro,yerro,yerro,yerro,yerro,yerro,yerro,ø,#not_apparat,8,traduction,Non, Non
12905,de,ø,de,de,ø,de,de,ø,#not_apparat,8,traduction,Non, Non
12906,la,ø,la,la,ø,la,la,ø,#not_apparat,8,traduction,Non, Non
12907,lid,ø,lid,lid,ø,lid,lid,ø,#not_apparat,8,traduction,Non, Non
12908,Ca,ca,Ca,Ca,ca,Ca,Ca,ø,#graphique,8,traduction,Non, Non
12909,o,o,o,o,o,ø,o,ø,#omission,8,traduction,Non, Non
12910,peresçen,peresçen,peresçen,pereçen,pereçen,peresçen,perescen,ø,#graphique,8,traduction,Non, Non
12911,luego,luego,luego,luego,luego,luego,luego,ø,#not_apparat,8,traduction,Non, Non
12912,los,los,los,los,los,los,los,ø,#not_apparat,8,traduction,Non, Non
12913,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12914,non,non,non,non,non,non,non,ø,#not_apparat,8,traduction,Non, Non
12915,entran,entran,entran,entran,entran,entran,entran,ø,#not_apparat,8,traduction,Non, Non
12916,sabiamente,sabiamente,sabiamente,sabiamente,sabiamente,sabiamente,sabiamente,ø,#not_apparat,8,traduction,Non, Non
12917,o,o,o,o,o,o,o,ø,#not_apparat,8,traduction,Non, Non
12918,fuyen,fuyen,fuyen,fuyen,fuyen,fuyen,fuyen,ø,#not_apparat,8,traduction,Non, Non
12919,e,e,o,e,o,et,e,ø,#lexicale,8,traduction,Non, Non
12920,se,se,se,se,se,se,se,ø,#not_apparat,8,traduction,Non, Non
12921,fazen,fazen,fazen,fazen,fazen,fazen,fazen,ø,#not_apparat,8,traduction,Non, Non
12922,medrosos,medrosos,medrosos,medrosos,medrosos,medrosos,medrosos,ø,#not_apparat,8,traduction,Non, Non
12923,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12924,tal,tal,tal,tal,tal,tal,tal,ø,#not_apparat,8,traduction,Non, Non
12925,manera,manera,manera,manera,manera,manera,manera,ø,#not_apparat,8,traduction,Non, Non
12926,que,que,que,que,que,ca,que,ø,#lexicale,8,traduction,Non, Non
12927,apenas,apenas,apenas,apenas,apenas,apenas,apenas,ø,#not_apparat,8,traduction,Non, Non
12928,o,o,o,o,o,o,o,ø,#not_apparat,8,traduction,Non, Non
12929,nunca,nunca,nunca,nunca,nunca,nunca,nunca,ø,#not_apparat,8,traduction,Non, Non
12930,osan,osan,osan,osan,osan,osan,osan,ø,#not_apparat,8,traduction,Non, Non
12931,acometer,acometer,acometer,acometer,acometer,acometer,acometer,ø,#not_apparat,8,traduction,Non, Non
12932,fazienda,fazienda,fazienda,fazienda,fazienda,fazienda,fazienda,ø,#not_apparat,8,traduction,Non, Non
12933,contra,contra,contra,contra,contra,contra,contra,ø,#not_apparat,8,traduction,Non, Non
12934,sus,sus,sus,sus,sus,sus,sus,ø,#not_apparat,8,traduction,Non, Non
12935,enemigos,enemigos,enemigos,enemigos,enemigos,enemigos,enemigos,ø,#not_apparat,8,traduction,Non, Non
12936,E,E,Et,E,E,Et,E,ø,#filtre,8,traduction,Non, Non
12937,por,por,por,por,por,por,por,ø,#not_apparat,8,traduction,Non, Non
12938,ende,ende,ende,ende,ende,ende,ende,ø,#not_apparat,8,traduction,Non, Non
12939,todas,todas,todas,todas,todas,todas,todas,ø,#not_apparat,8,traduction,Non, Non
12940,las,las,las,las,las,las,las,ø,#not_apparat,8,traduction,Non, Non
12941,cautelas,cautelas,cabtelas,cautelas,cabtelas,cabtelas,cautelas,ø,#graphique,8,traduction,Non, Non
12942,e,e,e,e,e,o,e,ø,#lexicale,8,traduction,Non, Non
12943,maneras,maneras,maneras,maneras,maneras,maneras,maneras,ø,#not_apparat,8,traduction,Non, Non
12944,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12945,se,se,se,se,se,se,se,ø,#not_apparat,8,traduction,Non, Non
12946,pueden,pueden,pueden,pueden,pueden,pueden,pueden,ø,#not_apparat,8,traduction,Non, Non
12947,buscar,buscar,buscar,buscar,buscar,buscar,buscar,ø,#not_apparat,8,traduction,Non, Non
12948,por,por,por,por,por,por,por,ø,#not_apparat,8,traduction,Non, Non
12949,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12950,sean,sean,sean,sean,sean,sean,sean,ø,#not_apparat,8,traduction,Non, Non
12951,seguros,seguros,seguros,seguros,seguros,seguros,seguros,ø,#not_apparat,8,traduction,Non, Non
12952,los,los,los,los,los,los,los,ø,#not_apparat,8,traduction,Non, Non
12953,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,ø,#not_apparat,8,traduction,Non, Non
12954,todas,todas,todas,todas,todas,todas,todas,ø,#not_apparat,8,traduction,Non, Non
12955,las,las,las,las,las,las,las,ø,#not_apparat,8,traduction,Non, Non
12956,deuen,deven,deven,deven,deven,deven,deuen,ø,#graphique,8,traduction,Non, Non
12957,buscar,buscar,buscar,buscar,usar,buscar,buscar,ø,#lexicale,8,traduction,Non, Non
12958,E,Et,E,E,E,Et,E,ø,#filtre,8,traduction,Non, Non
12959,porque,porque,porque,porque,porque,porque,porque,ø,#not_apparat,8,traduction,Non, Non
12960,conteçen,contesçe,contesçe,conteçen,conteçe,contesçe,acontesce,ø,#lexicale,8,traduction,Non, Non
12961,ø,que,ø,ø,que,ø,ø,ø,#omission,8,traduction,Non, Non
12962,muchas,muchas,muchas,muchas,muchas,muchas,muchas,ø,#not_apparat,8,traduction,Non, Non
12963,vezes,vezes,vezes,vezes,vezes,vezes,vezes,ø,#not_apparat,8,traduction,Non, Non
12964,que,ø,que,que,ø,que,que,ø,#omission,8,traduction,Non, Non
12965,los,los,los,los,los,los,los,ø,#not_apparat,8,traduction,Non, Non
12966,enemigos,enemigos,enemigos,enemigos,enemigos,enemigos,enemigos,ø,#not_apparat,8,traduction,Non, Non
12967,dan,dan,dan,dan,dan,dan,dan,ø,#not_apparat,8,traduction,Non, Non
12968,en,en,en,en,en,en,en,ø,#not_apparat,8,traduction,Non, Non
12969,la,la,la,la,la,la,la,ø,#not_apparat,8,traduction,Non, Non
12970,hueste,hueste,hueste,hueste,hueste,hueste,hueste,ø,#not_apparat,8,traduction,Non, Non
12971,tanbién,tanbién,tanbién,tanbién,tanbién,tanbién,tanbien,ø,#normalisation,8,traduction,Non, Non
12972,de,de,de,de,de,de,de,ø,#not_apparat,8,traduction,Non, Non
12973,noche,noche,noche,noche,noche,noche,noche,ø,#not_apparat,8,traduction,Non, Non
12974,como,commo,commo,commo,commo,commo,como,ø,#morphosyntactique,8,traduction,Non, Non
12975,de,de,de,de,de,de,de,ø,#not_apparat,8,traduction,Non, Non
12976,dia,día,día,día,día,día,dia,ø,#normalisation,8,traduction,Non, Non
12977,quando,quando,quando,quando,quando,quando,quando,ø,#not_apparat,8,traduction,Non, Non
12978,cuydan,cuydan,cuydan,cuydan,cuydan,cuydan,cuydan,ø,#not_apparat,8,traduction,Non, Non
12979,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
12980,estan,están,están,están,están,están,estan,ø,#normalisation,8,traduction,Non, Non
12981,sin,syn,syn,sin,sin,syn,sin,ø,#graphique,8,traduction,Non, Non
12982,sospecha,sospecha,sospecha,sospecha,sospecha,sospecha,sospecha,ø,#not_apparat,8,traduction,Non, Non
12983,por,por,por,por,por,por,Por,ø,#graphique,8,traduction,Non, Non
12984,ende,ende,ende,ende,ende,ende,ende,ø,#not_apparat,8,traduction,Non, Non
12985,es,es,es,es,es,es,es,ø,#not_apparat,8,traduction,Non, Non
12986,bueno,bueno,bueno,bueno,bueno,bueno,bueno,ø,#not_apparat,8,traduction,Non, Non
12987,de,de,de,de,de,de,de,ø,#not_apparat,8,traduction,Non, Non
12988,fazer,fazer,fazer,fazer,fazer,fazer,fazer,ø,#not_apparat,8,traduction,Non, Non
12989,carcavas,carcavas,carcavas,carcavas,catravas,carcavas,carcauas,ø,#lexicale,8,traduction,Non, Non
12990,ø,ø,ø,ø,ø,que,ø,ø,#not_apparat,8,traduction,Non, Non
12991,ø,ø,ø,ø,ø,en,ø,ø,#not_apparat,8,traduction,Non, Non
12992,ø,ø,ø,ø,ø,aquél,ø,ø,#not_apparat,8,traduction,Non, Non
12993,ø,ø,ø,ø,ø,lugar,ø,ø,#not_apparat,8,traduction,Non, Non
12994,ø,ø,ø,ø,ø,puedan,ø,ø,#not_apparat,8,traduction,Non, Non
12995,ø,ø,ø,ø,ø,dar,ø,ø,#not_apparat,8,traduction,Non, Non
12996,ø,ø,ø,ø,ø,salto,ø,ø,#not_apparat,8,traduction,Non, Non
12997,ø,ø,ø,ø,ø,los,ø,ø,#not_apparat,8,traduction,Non, Non
12998,ø,ø,ø,ø,ø,enemigos,ø,ø,#not_apparat,8,traduction,Non, Non
12999,luego,luego,luego,luego,luego,luego,luego,ø,#not_apparat,8,traduction,Non, Non
13000,que,que,que,que,que,que,que,ø,#not_apparat,8,traduction,Non, Non
13001,llegue,llega,llegue,llegue,llega,llega,llegue,ø,#morphosyntactique,8,traduction,Non, Non
13002,la,la,la,la,la,la,la,ø,#not_apparat,8,traduction,Non, Non
13003,hueste,hueste,hueste,hueste,hueste,hueste,hueste,ø,#not_apparat,8,traduction,Non, Non
13004,al,al,al,al,al,al,al,ø,#not_apparat,8,traduction,Non, Non
13005,logar,logar,logar,logar,lugar,lugar,lugar,ø,#graphique,8,traduction,Non, Non
13006,do,do,do,do,do,do,do,ø,#not_apparat,8,traduction,Non, Non
13007,ha,a,ha,ha,han,a,ha,ø,#morphosyntactique,8,traduction,Non, Non
13008,de,de,de,de,de,de,de,ø,#not_apparat,8,traduction,Non, Non
13009,posar,posar,pasar,posar,posar,pasar,posar,ø,#lexicale,8,traduction,Non, Non
13010,si,sy,si,si,si,ø,sy,ø,#graphique,8,traduction,Non, Non
13011,entiende,entiende,entiende,entiende,entienden,ø,entiende,ø,#morphosyntactique,8,traduction,Non, Non
13012,que,que,que,que,que,ø,que,ø,#not_apparat,8,traduction,Non, Non
13013,en,en,en,en,en,ø,en,ø,#not_apparat,8,traduction,Non, Non
13014,aquel,aquél,aquel,aquel,aquél,ø,aquel,ø,#normalisation,8,traduction,Non, Non
13015,lugar,lugar,logar,lugar,lugar,ø,lugar,ø,#graphique,8,traduction,Non, Non
13016,pueden,pueden,pueden,pueden,pueden,ø,pueden,ø,#not_apparat,8,traduction,Non, Non
13017,dar,dar,dar,dar,dar,ø,dar,ø,#not_apparat,8,traduction,Non, Non
13018,salto,salto,salto,salto,salto,ø,salto,ø,#not_apparat,8,traduction,Non, Non
