Index,A,B,G,J,Q,R,Z,U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U
898,o,o,o,o,ø,o,o,ø,8,traduction,Non, Non,898,2,2,2,2,0,2,2,0
899,ø,a,ø,ø,ø,a,ø,ø,8,traduction,Non, Non,899,0,2,0,0,0,2,0,0
900,ø,ø,mejor,ø,ø,ø,ø,ø,8,traduction,Non, Non,900,0,0,2,0,0,0,0,0
901,E,o,o,o,ø,E,o,ø,8,traduction,Non, Non,901,1,3,3,3,0,1,3,0
902,por,por,por,por,ø,ø,por,ø,8,traduction,Non, Non,902,2,2,2,2,0,0,2,0
903,ø,que,ø,ø,que,ø,ø,ø,8,traduction,Non, Non,903,0,1,0,0,1,0,0,0
904,ø,ø,ø,ø,quál,ø,ø,ø,8,traduction,Non, Non,904,0,0,0,0,1,0,0,0
905,ø,ø,ý,ø,ø,ø,ø,ø,8,traduction,Non, Non,905,0,0,2,0,0,0,0,0
906,de,ø,de,de,de,de,de,ø,8,traduction,Non, Non,906,1,0,1,1,1,1,1,0
907,ø,ø,ø,ø,e,ø,ø,ø,8,traduction,Non, Non,907,0,0,0,0,1,0,0,0
908,se,ø,ø,ø,ø,ø,ø,ø,8,traduction,Non, Non,908,2,0,0,0,0,0,0,0
909,ø,ø,muy,ø,ø,ø,ø,ø,8,traduction,Non, Non,909,0,0,2,0,0,0,0,0
910,muy,muy,muy,muy,muy,ø,muy,ø,8,traduction,Non, Non,910,1,1,1,1,1,0,1,0
911,ø,ø,,ø,ø,ø,ø,ø,8,glose,Non, Non,911,0,0,2,0,0,0,0,0
912,ø,dellas,ø,ø,dellas,ø,ø,ø,8,glose,Non, Non,912,0,1,0,0,1,0,0,0
913,ø,non,,ø,non,non,ø,ø,8,glose,Non, Non,913,0,1,1,0,1,1,0,0
914,ø,ø,ø,ø,más,ø,ø,ø,8,glose,Non, Non,914,0,0,0,0,1,0,0,0
915,lo,lo,lo,lo,lo,ø,lo,ø,8,glose,Non, Non,915,1,1,1,1,1,0,1,0
916,ø,ø,ø,ø,ø,Aníbal,ø,ø,8,glose,Non, Non,916,0,0,0,0,0,2,0,0
917,ø,ø,ø,ø,ø,la,ø,ø,8,glose,Non, Non,917,0,0,0,0,0,2,0,0
918,ø,e,ø,ø,e,ø,ø,ø,8,glose,Non, Non,918,0,1,0,0,1,0,0,0
919,ø,con,con,con,con,con,con,ø,8,glose,Non, Non,919,0,1,1,1,1,1,1,0
920,ø,ø,que,ø,ø,ø,ø,ø,8,glose,Non, Non,920,0,0,2,0,0,0,0,0
921,esto,ø,esto,esto,ø,ø,esto,ø,8,glose,Non, Non,921,2,0,2,2,0,0,2,0
922,el,el,el,el,el,ø,el,ø,8,glose,Non, Non,922,1,1,1,1,1,0,1,0
923,ø,non,ø,ø,non,ø,ø,ø,8,glose,Non, Non,923,0,1,0,0,1,0,0,0
924,ø,él,ø,ø,él,ø,ø,ø,8,glose,Non, Non,924,0,1,0,0,1,0,0,0
925,ouiese,ø,ø,ø,ø,ø,ø,ø,8,glose,Non, Non,925,2,0,0,0,0,0,0,0
926,que,que,que,que,ø,que,que,ø,8,glose,Non, Non,926,2,2,2,2,0,2,2,0
927,ø,aquí,ø,aquí,aquí,aquí,ø,ø,8,glose,Non, Non,927,0,1,0,1,1,1,0,0
928,ø,e,ø,ø,ø,ø,ø,ø,8,glose,Non, Non,928,0,2,0,0,0,0,0,0
929,ø,anparan,ø,ø,han,ø,ø,ø,8,glose,Non, Non,929,0,1,0,0,3,0,0,0
930,a,a,a,a,ø,a,a,ø,8,glose,Non, Non,930,2,2,2,2,0,2,2,0
931,ø,ø,ø,ø,ø,ø,se,ø,8,glose,Non, Non,931,0,0,0,0,0,0,2,0
932,do,ø,do,Do,ø,ø,do,ø,8,glose,Non, Non,932,3,0,3,2,0,0,3,0
933,ø,e,e,e,e,ø,e,ø,8,glose,Non, Non,933,0,1,1,1,1,0,1,0
934,ø,ø,así,ø,ø,ø,ø,ø,8,glose,Non, Non,934,0,0,2,0,0,0,0,0
935,ø,ø,et,ø,ø,ø,ø,ø,8,glose,Non, Non,935,0,0,2,0,0,0,0,0
936,ø,ø,ø,ø,vuestras,ø,ø,ø,8,glose,Non, Non,936,0,0,0,0,1,0,0,0
937,de,ø,de,de,ø,ø,de,ø,8,glose,Non, Non,937,2,0,2,2,0,0,2,0
938,que,que,que,que,ø,que,que,ø,8,glose,Non, Non,938,2,2,2,2,0,2,2,0
939,la,ø,la,ø,ø,la,la,ø,8,glose,Non, Non,939,2,0,2,0,0,2,2,0
940,que,que,que,ø,ø,que,que,ø,8,glose,Non, Non,940,2,2,2,0,0,2,2,0
941,al,capítulo,al,ø,capítulo,capítulo,al,ø,8,glose,Non, Non,941,3,1,3,0,1,1,3,0
942,ø,ø,ø,ø,ø,que,ø,ø,8,glose,Non, Non,942,0,0,0,0,0,2,0,0
943,apostar,apostar,apostar,apostar,apostar,ø,apostar,ø,8,glose,Non, Non,943,1,1,1,1,1,0,1,0
944,esperança,ø,esperança,esperança,ø,ø,esperança,ø,8,glose,Oui, Non,944,2,0,2,2,0,0,2,0
945,ø,esperança,ø,ø,esperança,esperança,ø,ø,8,glose,Oui, Non,945,0,1,0,0,1,1,0,0
946,ø,de,ø,ø,ø,de,ø,ø,8,glose,Non, Non,946,0,2,0,0,0,2,0,0
947,la,ø,la,la,la,la,la,ø,8,glose,Non, Non,947,1,0,1,1,1,1,1,0
948,ø,por,ø,por,ø,por,ø,ø,8,glose,Non, Non,948,0,2,0,2,0,2,0,0
949,ø,que,que,que,que,que,ø,ø,8,glose,Non, Non,949,0,1,1,1,1,1,0,0
950,que,se,ø,ø,ø,ø,que,ø,8,glose,Non, Non,950,3,1,0,0,0,0,3,0
951,ø,ø,ø,ø,ø,mucho,ø,ø,8,glose,Non, Non,951,0,0,0,0,0,2,0,0
952,ø,ø,que,que,ø,que,ø,ø,8,glose,Non, Non,952,0,0,2,2,0,2,0,0
953,ø,ø,ø,ø,ø,más,ø,ø,8,glose,Non, Non,953,0,0,0,0,0,2,0,0
954,mucho,ø,mucho,mucho,ø,mucho,mucho,ø,8,glose,Non, Non,954,2,0,2,2,0,2,2,0
955,ø,por,ø,ø,por,por,ø,ø,8,glose,Non, Non,955,0,1,0,0,1,1,0,0
956,de,de,de,de,ø,de,de,ø,8,glose,Non, Non,956,2,2,2,2,0,2,2,0
957,muy,muy,muy,ø,muy,muy,muy,ø,8,glose,Non, Non,957,1,1,1,0,1,1,1,0
958,al,ø,al,ø,ø,ø,al,ø,8,glose,Non, Non,958,2,0,2,0,0,0,2,0
959,ø,más,ø,ø,más,más,ø,ø,8,glose,Non, Non,959,0,1,0,0,1,1,0,0
960,ø,ø,ø,ø,ø,por,ø,ø,8,glose,Non, Non,960,0,0,0,0,0,2,0,0
961,en,en,en,en,ø,en,en,ø,8,glose,Non, Non,961,2,2,2,2,0,2,2,0
962,muy,muy,muy,muy,ø,ø,muy,ø,8,glose,Non, Non,962,2,2,2,2,0,0,2,0
963,ø,el,el,el,el,el,el,ø,8,glose,Non, Non,963,0,1,1,1,1,1,1,0
964,ø,el,el,el,el,el,el,ø,8,glose,Non, Non,964,0,1,1,1,1,1,1,0
965,esto,esto,esto,esto,esto,esto,ø,ø,8,glose,Non, Non,965,1,1,1,1,1,1,0,0
966,la,la,ø,la,la,la,la,ø,8,glose,Non, Non,966,1,1,0,1,1,1,1,0
967,su,ø,su,su,ø,ø,su,ø,8,glose,Non, Non,967,2,0,2,2,0,0,2,0
968,ø,ix,ix,ix,ix,ix,ix,ø,9,,Non, Non,968,0,1,1,1,1,1,1,0
969,ix°,ø,ø,ø,ø,ø,en,ø,9,,Non, Non,969,2,0,0,0,0,0,3,0
970,ø,en,en,en,en,en,en,ø,9,,Non, Non,970,0,1,1,1,1,1,1,0
971,ø,se,se,se,se,se,se,ø,9,,Non, Non,971,0,1,1,1,1,1,1,0
972,ø,ø,de,ø,ø,ø,ø,ø,9,,Non, Non,972,0,0,2,0,0,0,0,0
973,ø,ø,ø,ø,ø,que,ø,ø,9,traduction,Non, Non,973,0,0,0,0,0,2,0,0
974,ø,las,ø,las,ø,las,las,ø,9,traduction,Non, Non,974,0,2,0,2,0,2,2,0
975,ø,se,ø,ø,se,ø,ø,ø,9,traduction,Non, Non,975,0,1,0,0,1,0,0,0
976,todas,ø,todas,todas,ø,todas,todas,ø,9,traduction,Non, Non,976,2,0,2,2,0,2,2,0
977,ø,ø,ø,ø,ø,segundo,ø,ø,9,traduction,Non, Non,977,0,0,0,0,0,2,0,0
978,E,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,978,2,0,0,0,0,0,0,0
979,los,los,los,los,los,los,ø,ø,9,traduction,Non, Non,979,1,1,1,1,1,1,0,0
980,ø,ø,ø,libro,ø,libro,ø,ø,9,traduction,Non, Non,980,0,0,0,2,0,2,0,0
981,ø,ayna,ø,ø,ayna,ø,ø,ø,9,traduction,Non, Non,981,0,1,0,0,1,0,0,0
982,ø,ø,ø,ø,ø,a,ø,ø,9,traduction,Non, Non,982,0,0,0,0,0,2,0,0
983,son,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,983,2,0,0,0,0,0,0,0
984,ø,que,ø,ø,que,ø,ø,ø,9,traduction,Non, Non,984,0,1,0,0,1,0,0,0
985,ø,ø,e,ø,ø,ø,e,ø,9,traduction,Non, Non,985,0,0,2,0,0,0,2,0
986,e,ø,ø,ø,ø,ø,dan,ø,9,traduction,Non, Non,986,3,0,0,0,0,0,1,0
987,ø,ø,ø,ø,ø,más,ø,ø,9,traduction,Non, Non,987,0,0,0,0,0,2,0,0
988,e,ø,e,e,a,et,e,ø,9,traduction,Non, Non,988,4,0,4,4,2,1,4,0
989,e,e,ø,e,e,e,e,ø,9,traduction,Non, Non,989,1,1,0,1,1,1,1,0
990,que,ø,que,que,que,que,que,ø,9,traduction,Non, Non,990,1,0,1,1,1,1,1,0
991,ø,ø,ø,ø,ø,vitoria,ø,ø,9,traduction,Non, Non,991,0,0,0,0,0,2,0,0
992,victori,vitoria,vitoria,victoria,vitoria,ø,victoria,ø,9,traduction,Non, Non,992,2,1,1,1,1,0,1,0
993,lo,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,993,2,0,0,0,0,0,0,0
994,ø,ø,ø,ø,de,ø,ø,ø,9,traduction,Non, Non,994,0,0,0,0,1,0,0,0
995,que,ø,ø,ø,ø,ø,ø,ø,9,traduction,Non, Non,995,2,0,0,0,0,0,0,0
996,el,el,el,el,ø,el,el,ø,9,traduction,Non, Non,996,2,2,2,2,0,2,2,0
997,ø,ø,ø,ø,se,ø,ø,ø,9,traduction,Non, Non,997,0,0,0,0,1,0,0,0
998,ø,ø,ø,ø,ø,mayor,ø,ø,9,traduction,Non, Non,998,0,0,0,0,0,2,0,0
999,en,ø,ø,ø,ø,ø,se,ø,9,traduction,Non, Non,999,2,0,0,0,0,0,3,0
1000,ø,e,e,e,e,e,e,ø,9,traduction,Non, Non,1000,0,1,1,1,1,1,1,0
1001,la,la,ø,la,la,la,la,ø,9,traduction,Non, Non,1001,1,1,0,1,1,1,1,0
1002,ø,la,la,la,la,la,la,ø,9,traduction,Non, Non,1002,0,1,1,1,1,1,1,0
1003,que,que,que,que,que,ø,que,ø,9,glose,Non, Non,1003,1,1,1,1,1,0,1,0
1004,son,son,son,son,son,ø,son,ø,9,glose,Non, Non,1004,1,1,1,1,1,0,1,0
1005,a,ø,a,a,a,a,a,ø,9,glose,Non, Non,1005,1,0,1,1,1,1,1,0
1006,malas,ø,conpañas,ø,ø,ø,ø,ø,9,glose,Non, Non,1006,3,0,1,0,0,0,0,0
1007,ø,malas,malas,malas,malas,malas,malas,ø,9,glose,Non, Non,1007,0,1,1,1,1,1,1,0
1008,conpañas,conpañas,ø,conpañas,mugeres,condiçiones,compañas,ø,9,glose,Non, Non,1008,1,1,0,1,3,2,1,0
1009,ø,ø,ø,ø,conpañas,conpañas,ø,ø,9,glose,Non, Non,1009,0,0,0,0,1,1,0,0
1010,al,capítulo,al,ø,capítulo,capítulo,al,ø,9,glose,Non, Non,1010,1,3,1,0,3,3,1,0
1011,a,ø,a,a,a,ø,a,ø,9,glose,Non, Non,1011,1,0,1,1,1,0,1,0
1012,ø,ø,ø,ø,ø,nenguna,ø,ø,9,glose,Non, Non,1012,0,0,0,0,0,2,0,0
1013,ø,malas,malas,malas,malas,malas,malas,ø,9,glose,Non, Non,1013,0,1,1,1,1,1,1,0
1014,malas,ø,ø,ø,mugeres,ø,ø,ø,9,glose,Non, Non,1014,3,0,0,0,2,0,0,0
1015,de,ø,de,de,ø,ø,de,ø,9,glose,Non, Non,1015,2,0,2,2,0,0,2,0
1016,ø,ø,ø,ø,la,ø,ø,ø,9,glose,Non, Non,1016,0,0,0,0,1,0,0,0
1017,ø,ø,ø,ø,vii°,ø,ø,ø,9,glose,Non, Non,1017,0,0,0,0,1,0,0,0
1018,que,que,que,que,ø,que,que,ø,9,glose,Non, Non,1018,2,2,2,2,0,2,2,0
1019,ø,ø,ø,ø,la,ø,ø,ø,9,glose,Non, Non,1019,0,0,0,0,1,0,0,0
1020,ø,Et,ø,ø,ø,ø,ø,ø,9,glose,Non, Non,1020,0,2,0,0,0,0,0,0
1021,que,que,ø,que,ø,que,que,ø,9,glose,Non, Non,1021,2,2,0,2,0,2,2,0
1022,ø,el,ø,el,el,el,el,ø,9,glose,Non, Non,1022,0,1,0,1,1,1,1,0
1023,ø,ø,ø,ø,ø,del,ø,ø,9,glose,Non, Non,1023,0,0,0,0,0,2,0,0
1024,muy,muy,ø,muy,muy,ø,muy,ø,9,glose,Non, Non,1024,1,1,0,1,1,0,1,0
1025,la,ø,ø,la,la,la,la,ø,9,glose,Non, Non,1025,1,0,0,1,1,1,1,0
1026,ø,la,ø,ø,la,la,la,ø,9,glose,Non, Non,1026,0,1,0,0,1,1,1,0
1027,ø,que,ø,ø,ø,ø,ø,ø,9,glose,Non, Non,1027,0,2,0,0,0,0,0,0
1028,de,de,ø,de,ø,de,de,ø,9,glose,Non, Non,1028,2,2,0,2,0,2,2,0
1029,ø,el,el,el,el,el,el,ø,9,glose,Non, Non,1029,0,1,1,1,1,1,1,0
1030,al,ø,al,ø,ø,ø,al,ø,9,glose,Non, Non,1030,2,0,2,0,0,0,2,0
1031,que,que,que,que,ø,que,que,ø,9,glose,Non, Non,1031,2,2,2,2,0,2,2,0
1032,de,ø,de,de,ø,ø,de,ø,9,glose,Non, Non,1032,2,0,2,2,0,0,2,0
1033,de,de,ø,de,ø,ø,de,ø,9,glose,Non, Non,1033,2,2,0,2,0,0,2,0
1034,ø,ø,ø,ø,ø,que,ø,ø,9,glose,Non, Non,1034,0,0,0,0,0,2,0,0
1035,a,a,a,ø,a,a,a,ø,9,glose,Non, Non,1035,1,1,1,0,1,1,1,0
1036,le,ø,le,le,ø,ø,le,ø,9,glose,Non, Non,1036,2,0,2,2,0,0,2,0
1037,ø,las,ø,ø,las,las,ø,ø,9,glose,Non, Non,1037,0,1,0,0,1,1,0,0
1038,de,ø,de,de,ø,de,de,ø,9,glose,Non, Non,1038,2,0,2,2,0,2,2,0
1039,alcançar,alcançar,ø,alcançar,alcançar,alcançar,alcançar,ø,9,glose,Non, Non,1039,1,1,0,1,1,1,1,0
1040,de,ø,de,de,ø,ø,de,ø,9,glose,Non, Non,1040,2,0,2,2,0,0,2,0
1041,ø,a,ø,ø,ø,ø,ø,ø,9,glose,Non, Non,1041,0,2,0,0,0,0,0,0
1042,ø,ø,ø,ø,sabio,ø,ø,ø,9,glose,Non, Non,1042,0,0,0,0,1,0,0,0
1043,a,a,ø,a,ø,a,a,ø,9,glose,Non, Non,1043,2,2,0,2,0,2,2,0
1044,la,ø,la,la,la,la,la,ø,9,glose,Non, Non,1044,1,0,1,1,1,1,1,0
1045,ø,aver,ø,ø,ver,ø,ø,ø,9,glose,Non, Non,1045,0,2,0,0,1,0,0,0
1046,avn,ø,aún,aún,ø,aun,avn,ø,9,glose,Non, Non,1046,3,0,1,1,0,1,3,0
1047,ø,ø,ø,ø,que,ø,ø,ø,9,glose,Non, Non,1047,0,0,0,0,1,0,0,0
1048,ø,ø,ø,ø,aver,ø,ø,ø,9,glose,Non, Non,1048,0,0,0,0,1,0,0,0
1049,ø,ø,de,ø,ø,ø,ø,ø,9,glose,Non, Non,1049,0,0,2,0,0,0,0,0
1050,ø,que,ø,ø,que,que,ø,ø,9,glose,Non, Non,1050,0,1,0,0,1,1,0,0
1051,de,ø,de,de,ø,de,de,ø,9,glose,Non, Non,1051,2,0,2,2,0,2,2,0
1052,se,se,se,se,se,ø,se,ø,9,glose,Non, Non,1052,1,1,1,1,1,0,1,0
1053,ø,ø,ø,ø,los,ø,ø,ø,9,glose,Non, Non,1053,0,0,0,0,1,0,0,0
1054,ø,ø,se,ø,ø,ø,ø,ø,9,glose,Non, Non,1054,0,0,2,0,0,0,0,0
1055,se,se,ø,se,ø,se,se,ø,9,glose,Non, Non,1055,2,2,0,2,0,2,2,0
1056,en,ø,ø,en,ø,en,en,ø,9,glose,Non, Non,1056,2,0,0,2,0,2,2,0
1057,ouiese,las,oviesen,ø,las,ø,ouiese,ø,9,glose,Non, Non,1057,3,1,4,0,1,0,3,0
1058,ø,ø,que,ø,ø,ø,ø,ø,9,glose,Non, Non,1058,0,0,2,0,0,0,0,0
1059,x̊,ø,ø,ø,ø,ø,en,ø,10,,Non, Non,1059,1,0,0,0,0,0,2,0
1060,ø,ø,ø,ø,de,ø,ø,ø,10,,Non, Non,1060,0,0,0,0,1,0,0,0
1061,ø,los,ø,ø,los,ø,ø,ø,10,,Non, Non,1061,0,1,0,0,1,0,0,0
1062,los,los,los,los,los,ø,los,ø,10,traduction,Non, Non,1062,1,1,1,1,1,0,1,0
1063,ø,de,ø,ø,ø,ø,ø,ø,10,traduction,Non, Non,1063,0,2,0,0,0,0,0,0
1064,se,se,se,se,ø,ø,se,ø,10,traduction,Non, Non,1064,2,2,2,2,0,0,2,0
1065,ø,ø,ø,ø,que,ø,ø,ø,10,traduction,Non, Non,1065,0,0,0,0,1,0,0,0
1066,ø,ø,ø,ø,destas,ø,ø,ø,10,traduction,Non, Non,1066,0,0,0,0,1,0,0,0
1067,se,se,se,se,se,se,ø,ø,10,traduction,Non, Non,1067,1,1,1,1,1,1,0,0
1068,todos,ø,todos,todos,ø,todos,todos,ø,10,traduction,Non, Non,1068,2,0,2,2,0,2,2,0
1069,ø,commo,ø,ø,ø,ø,ø,ø,10,traduction,Non, Non,1069,0,2,0,0,0,0,0,0
1070,se,se,ø,se,se,se,se,ø,10,traduction,Non, Non,1070,1,1,0,1,1,1,1,0
1071,toda,toda,toda,toda,ø,cada,toda,ø,10,traduction,Non, Non,1071,3,3,3,3,0,2,3,0
1072,la,la,la,la,la,ø,la,ø,10,traduction,Non, Non,1072,1,1,1,1,1,0,1,0
1073,ø,ø,ø,ø,ø,et,ø,ø,10,traduction,Non, Non,1073,0,0,0,0,0,2,0,0
1074,que,que,que,que,que,ø,que,ø,10,traduction,Non, Non,1074,1,1,1,1,1,0,1,0
1075,ø,en,en,en,en,en,en,ø,10,traduction,Non, Non,1075,0,1,1,1,1,1,1,0
1076,lidiadores,lidiadores,lidiadores,lidiadores,ø,lidiadores,lidiadores,ø,10,traduction,Non, Non,1076,2,2,2,2,0,2,2,0
1077,ø,el,el,el,el,el,el,ø,10,traduction,Non, Non,1077,0,1,1,1,1,1,1,0
1078,que,ø,que,que,que,que,ø,ø,10,traduction,Non, Non,1078,1,0,1,1,1,1,0,0
1079,todas,todas,todas,todas,ø,todas,todas,ø,10,traduction,Non, Non,1079,2,2,2,2,0,2,2,0
1080,el,el,el,el,ø,ø,el,ø,10,traduction,Non, Non,1080,2,2,2,2,0,0,2,0
1081,que,ø,ø,ø,ø,ø,ø,ø,10,traduction,Non, Non,1081,2,0,0,0,0,0,0,0
1082,ø,e,ø,ø,e,ø,ø,ø,10,traduction,Non, Non,1082,0,1,0,0,1,0,0,0
1083,ø,todos,ø,ø,todos,todos,ø,ø,10,traduction,Non, Non,1083,0,1,0,0,1,1,0,0
1084,todos,ø,todos,todos,ø,ø,todos,ø,10,traduction,Non, Non,1084,2,0,2,2,0,0,2,0
1085,todos,ø,todos,todos,ø,todos,todos,ø,10,traduction,Non, Non,1085,2,0,2,2,0,2,2,0
1086,todas,ø,todas,todas,ø,todas,todas,ø,10,traduction,Non, Non,1086,2,0,2,2,0,2,2,0
1087,ø,ø,ø,ø,a,ø,ø,ø,10,traduction,Non, Non,1087,0,0,0,0,1,0,0,0
1088,de,de,ø,de,de,de,de,ø,10,glose,Non, Non,1088,1,1,0,1,1,1,1,0
1089,la,ø,la,la,ø,ø,la,ø,10,glose,Non, Non,1089,2,0,2,2,0,0,2,0
1090,ø,Et,ø,ø,Et,ø,ø,ø,10,glose,Non, Non,1090,0,1,0,0,1,0,0,0
1091,a,el,a,a,ø,ø,a,ø,10,glose,Non, Non,1091,3,1,3,3,0,0,3,0
1092,de,de,ø,de,de,ø,de,ø,10,glose,Non, Non,1092,1,1,0,1,1,0,1,0
1093,o,e,o,o,ø,ø,o,ø,10,glose,Non, Non,1093,3,1,3,3,0,0,3,0
1094,ø,ø,ø,ø,ø,toda,ø,ø,10,glose,Non, Non,1094,0,0,0,0,0,2,0,0
1095,verdes,verdes,verdes,verdes,verdes,ø,verdes,ø,10,glose,Non, Non,1095,1,1,1,1,1,0,1,0
1096,ø,a,a,a,a,a,a,ø,10,glose,Non, Non,1096,0,1,1,1,1,1,1,0
1097,ø,ø,ø,ø,e,ø,ø,ø,10,glose,Non, Non,1097,0,0,0,0,1,0,0,0
1098,a,ø,ø,a,ø,a,a,ø,10,glose,Non, Non,1098,2,0,0,2,0,2,2,0
1099,que,que,ø,que,que,que,ø,ø,10,glose,Non, Non,1099,1,1,0,1,1,1,0,0
1100,vino,ø,vino,vino,ø,ø,vino,ø,10,glose,Non, Non,1100,2,0,2,2,0,0,2,0
1101,ø,de,ø,ø,ø,ø,ø,ø,10,glose,Non, Non,1101,0,2,0,0,0,0,0,0
1102,que,que,que,ø,ø,que,que,ø,10,glose,Non, Non,1102,2,2,2,0,0,2,2,0
1103,que,que,que,que,ø,que,ø,ø,10,glose,Non, Non,1103,2,2,2,2,0,2,0,0
1104,ø,ø,ø,ø,a,ø,ø,ø,10,glose,Non, Non,1104,0,0,0,0,1,0,0,0
1105,ø,en,en,en,en,en,en,ø,10,glose,Non, Non,1105,0,1,1,1,1,1,1,0
1106,ø,ø,ø,ø,e,ø,ø,ø,10,glose,Non, Non,1106,0,0,0,0,1,0,0,0
1107,ø,ø,por,ø,ø,ø,ø,ø,10,glose,Non, Non,1107,0,0,2,0,0,0,0,0
1108,ø,ø,ø,ø,ø,ø,que,ø,10,glose,Non, Non,1108,0,0,0,0,0,0,2,0
1109,de,de,de,ø,de,de,de,ø,10,glose,Non, Non,1109,1,1,1,0,1,1,1,0
1110,que,que,que,que,ø,que,que,ø,10,glose,Non, Non,1110,2,2,2,2,0,2,2,0
1111,escapar,escapar,escapar,escapar,ø,escapar,escapar,ø,10,glose,Non, Non,1111,2,2,2,2,0,2,2,0
1112,muerte,muerte,muerte,muerte,pena,muerte,muerte,ø,10,glose,Non, Non,1112,2,2,2,2,1,2,2,0
1113,pena,pena,pena,pena,muerte,pena,pena,ø,10,glose,Non, Non,1113,2,2,2,2,1,2,2,0
1114,ø,con,ø,ø,e,et,ø,ø,10,glose,Non, Non,1114,0,4,0,0,1,3,0,0
1115,e,ø,e,e,e,e,e,ø,10,glose,Non, Non,1115,1,0,1,1,1,1,1,0
1116,muy,muy,ø,muy,muy,ø,muy,ø,10,glose,Non, Non,1116,1,1,0,1,1,0,1,0
1117,muy,muy,ø,muy,muy,muy,muy,ø,10,glose,Non, Non,1117,1,1,0,1,1,1,1,0
1118,al,capítulo,al,ø,capítulo,capítulo,al,ø,10,glose,Non, Non,1118,2,1,2,0,1,1,2,0
1119,ø,ø,en,ø,ø,ø,ø,ø,10,glose,Non, Non,1119,0,0,2,0,0,0,0,0
1120,ø,ø,ø,ø,ø,Rroma,ø,ø,10,glose,Non, Non,1120,0,0,0,0,0,2,0,0
1121,los,los,los,los,los,los,ø,ø,10,glose,Non, Non,1121,1,1,1,1,1,1,0,0
1122,luego,luego,luego,ø,luego,luego,luego,ø,10,glose,Non, Non,1122,1,1,1,0,1,1,1,0
1123,o,o,o,o,ø,o,o,ø,10,glose,Non, Non,1123,2,2,2,2,0,2,2,0
1124,su,su,su,su,su,ø,su,ø,10,glose,Non, Non,1124,1,1,1,1,1,0,1,0
1125,ø,la,la,ø,la,la,ø,ø,11,,Non, Non,1125,0,1,1,0,1,1,0,0
1126,ø,su,ø,ø,ø,su,ø,ø,11,,Non, Non,1126,0,2,0,0,0,2,0,0
1127,ø,ø,ø,ø,deven,ø,ø,ø,11,traduction,Non, Non,1127,0,0,0,0,1,0,0,0
1128,que,que,que,que,que,que,ø,ø,11,traduction,Non, Non,1128,1,1,1,1,1,1,0,0
1129,aun,aun,aún,aún,ø,aun,avn,ø,11,traduction,Non, Non,1129,3,3,3,3,0,3,1,0
1130,ø,ø,ø,ø,ø,ø,se,ø,11,traduction,Non, Non,1130,0,0,0,0,0,0,2,0
1131,ø,por,ø,ø,por,ø,ø,ø,11,traduction,Non, Non,1131,0,1,0,0,1,0,0,0
1132,e,e,ø,e,e,e,e,ø,11,traduction,Non, Non,1132,1,1,0,1,1,1,1,0
1133,lo,ø,lo,ø,lo,ø,lo,ø,11,traduction,Non, Non,1133,1,0,1,0,1,0,1,0
1134,ø,en,ø,ø,en,ø,ø,ø,11,traduction,Non, Non,1134,0,1,0,0,1,0,0,0
1135,se,se,se,ø,se,ø,se,ø,11,traduction,Non, Non,1135,1,1,1,0,1,0,1,0
1136,todos,ø,todos,ø,ø,ø,todos,ø,11,traduction,Non, Non,1136,2,0,2,0,0,0,2,0
1137,porque,porque,ø,porque,porque,porque,porque,ø,11,traduction,Non, Non,1137,1,1,0,1,1,1,1,0
1138,por,por,por,ø,ø,por,por,ø,11,traduction,Non, Non,1138,2,2,2,0,0,2,2,0
1139,los,los,los,les,los,ø,los,ø,11,traduction,Non, Non,1139,3,3,3,1,3,0,3,0
1140,ø,ø,ø,ø,deve,ø,ø,ø,11,traduction,Non, Non,1140,0,0,0,0,1,0,0,0
1141,ø,omnes,ø,ø,omnes,ø,ø,ø,11,traduction,Non, Non,1141,0,1,0,0,1,0,0,0
1142,ø,ø,ø,de,ø,de,ø,ø,11,traduction,Non, Non,1142,0,0,0,2,0,2,0,0
1143,que,que,que,que,ø,ø,que,ø,11,traduction,Non, Non,1143,2,2,2,2,0,0,2,0
1144,sea,sea,sea,ø,sea,ha,sea,ø,11,traduction,Non, Non,1144,2,2,2,0,2,3,2,0
1145,ø,ø,ø,ø,ø,cautela,ø,ø,11,traduction,Non, Non,1145,0,0,0,0,0,2,0,0
1146,que,que,que,que,ø,ø,que,ø,11,traduction,Non, Non,1146,2,2,2,2,0,0,2,0
1147,ø,los,los,los,los,los,los,ø,11,traduction,Non, Non,1147,0,1,1,1,1,1,1,0
1148,ø,ø,ø,ø,de,ø,ø,ø,11,traduction,Non, Non,1148,0,0,0,0,1,0,0,0
1149,auer,de,aver,aver,ø,aver,auer,ø,11,traduction,Non, Non,1149,2,1,2,2,0,2,2,0
1150,ø,ø,ø,ø,ø,cautela,ø,ø,11,traduction,Non, Non,1150,0,0,0,0,0,2,0,0
1151,a,ø,ø,ø,ø,ø,ø,ø,11,traduction,Non, Non,1151,2,0,0,0,0,0,0,0
1152,por,por,para,ø,por,ø,ø,ø,11,traduction,Non, Non,1152,1,1,2,0,1,0,0,0
