Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U,Notes,Index
1218,le,le,le,le,lo,le,le,ø,8,glose,Non, Non,1218,2,2,2,2,1,2,2,NA,,1218
1219,en,en,en,en,en,de,en,ø,8,glose,Non, Non,1219,1,1,1,1,1,2,1,NA,,1219
1220,rescebir,rreçelar,rresçebir,reçebir,rreçebir,rresçebyr,rescebir,ø,8,glose,Oui, Non,1220,2,1,2,2,2,2,2,NA,,1220
1221,en,en,en,en,en,de,en,ø,8,glose,Non, Non,1221,1,1,1,1,1,2,1,NA,,1221
1222,mas,mayor,más,más,mayor,mayor,mas,ø,8,glose,Non, Non,1222,1,2,1,1,2,2,1,NA,,1222
1223,en,de,en,en,en,en,en,ø,8,glose,Non, Non,1223,1,2,1,1,1,1,1,NA,,1223
1224,en,a,en,en,a,en,en,ø,8,glose,Non, Non,1224,2,1,2,2,1,2,2,NA,,1224
1225,de,en,de,de,de,en,de,ø,8,glose,Non, Non,1225,1,2,1,1,1,2,1,NA,,1225
1226,apuestasen,apostasen,apostasen,apostassen,apostasen,apostasen,apostassen,ø,8,glose,Non, Non,1226,2,1,1,2,1,1,2,NA,,1226
1227,ø,ø,ø,ø,mucho,muy,ø,ø,8,glose,Non, Non,1227,0,0,0,0,2,1,0,NA,,1227
1228,por,ø,por,por,por,por,porque,ø,8,glose,Non, Non,1228,2,0,2,2,2,2,1,NA,,1228
1229,quelas,ø,las,las,ø,las,las,ø,8,glose,Non, Non,1229,2,0,1,1,0,1,1,NA,,1229
1230,porlas,por,por,por,ø,por,por,ø,8,glose,Non, Non,1230,2,1,1,1,0,1,1,NA,,1230
1231,sesto,vi°,vi°,vi°,vi°,sesto,sexto,ø,8,glose,Non, Non,1231,2,2,2,2,2,2,1,NA,,1231
1232,cuenta,cuenta,cuenta,cuenta,cuenta,dize,cuenta,ø,8,glose,Non, Non,1232,1,1,1,1,1,2,1,NA,,1232
1233,en,en,en,en,en,a,en,ø,8,glose,Non, Non,1233,1,1,1,1,1,2,1,NA,,1233
1234,en,sobre,en,en,sobre,sobre,en,ø,8,glose,Non, Non,1234,2,1,2,2,1,1,2,NA,,1234
1235,luçidas,luzias,luzias,luzias,luzias,luzias,luzias,ø,8,glose,Non, Non,1235,2,1,1,1,1,1,1,NA,,1235
1236,quando,quando,quando,quando,quando,quando,,ø,8,glose,Non, Non,1236,1,1,1,1,1,1,2,NA,,1236
1237,cometio,acometió,cometió,cometió,acometyó,acometió,cometio,ø,8,glose,Non, Non,1237,1,2,1,1,2,2,1,NA,,1237
1238,fue,fue,fue,fue,fue,ovo,fue,ø,8,glose,Non, Non,1238,1,1,1,1,1,2,1,NA,,1238
1239,enel,en,en,en,en,en,en,ø,8,glose,Non, Non,1239,2,1,1,1,1,1,1,NA,,1239
1240,enel,en,en,en,en,en,en,ø,8,glose,Non, Non,1240,2,1,1,1,1,1,1,NA,,1240
1241,sobredicho,dicho,sobredicho,sobredicho,sobredicho,sobredicho,sobredicho,ø,8,glose,Non, Non,1241,1,2,1,1,1,1,1,NA,,1241
1242,faziendas,faziendas,faziendas,faziendas,faziendas,faziendas,batallas,ø,8,glose,Non, Non,1242,1,1,1,1,1,1,2,NA,,1242
1243,do,do,do,do,do,ø,que,ø,9,,Non, Non,1243,2,2,2,2,2,0,1,NA,,1243
1244,muestra,muestra,muestra,muestra,muestra,ø,demuestra,ø,9,,Non, Non,1244,2,2,2,2,2,0,1,NA,,1244
1245,cosas,cosas,cosas,maneras,cosas,cosas,cosas,ø,9,,Non, Non,1245,1,1,1,2,1,1,1,NA,,1245
1246,en,pensar,pensar,pensar,pensar,pensar,pensar,ø,9,,Non, Non,1246,2,1,1,1,1,1,1,NA,,1246
1247,sedeue,deve,ha,deve,deve,deven,deue,ø,9,,Non, Non,1247,2,1,4,1,1,3,1,NA,,1247
1248,OrqueOrque,ø,orque ,orque,n,ø,rque,ø,9,traduction,Non, Non,1248,2,0,3,3,1,0,3,NA,,1248
1249,auenturas,ø,aventuras,ø,mente,ø,ø,ø,9,traduction,Non, Non,1249,1,0,1,0,2,0,0,NA,,1249
1250,e,e,e,e,et,lo,e,ø,9,traduction,Non, Non,1250,3,3,3,3,1,2,3,NA,,1250
1251,seys,vi,seys,seys,seys,seys,seys,ø,9,traduction,Non, Non,1251,1,2,1,1,1,1,1,NA,,1251
1252,seys,vi,,seys,seis,seys,seys,ø,9,traduction,Non, Non,1252,1,2,2,1,1,1,1,NA,,1252
1253,a,ca,Ca,Ca,Ca,ca,Ca,ø,9,traduction,Non, Non,1253,2,1,1,1,1,1,1,NA,,1253
1254,doze,xii,doze,doze,doze,doze,doze,ø,9,traduction,Non, Non,1254,1,2,1,1,1,1,1,NA,,1254
1255,polithicas,Políticas,Políthicas,Políticas,Políticas,Rretórica,Politicas,ø,9,traduction,Oui, Non,1255,1,1,1,1,1,2,1,NA,,1255
1256,do,Do,do,do,do,do,do,ø,9,traduction,Non, Non,1256,1,2,1,1,1,1,1,NA,,1256
1257,a,a,a,a,a,en,a,ø,9,traduction,Non, Non,1257,1,1,1,1,1,2,1,NA,,1257
1258,quales,los,quáles,quáles,los,quáles,quales,ø,9,traduction,Non, Non,1258,1,2,1,1,2,1,1,NA,,1258
1259,sofrir,sofrir,sofrir,sofrir,soltar,sofrir,sofrir,ø,9,traduction,Non, Non,1259,2,2,2,2,1,2,2,NA,,1259
1260,danse,danse,danse,danse,danse,dándose,se,ø,9,traduction,Non, Non,1260,3,3,3,3,3,1,2,NA,,1260
1261,grant,grant,grant,grant,grant,grave,grand,ø,9,traduction,Non, Non,1261,2,2,2,2,2,1,2,NA,,1261
1262,blandura,blandura,blandura,blandura,blandura,blandura,bladura,ø,9,traduction,Non, Non,1262,1,1,1,1,1,1,2,NA,,1262
1263,de,del,de,de,del,de,de,ø,9,traduction,Non, Non,1263,2,1,2,2,1,2,2,NA,,1263
1264,trabaio,trebejo,trabajo,trabajo,trebejo,viçio,trabajo,ø,9,traduction,Non, Non,1264,1,1,1,1,1,2,1,NA,,1264
1265,la,al,la,la,la,la,la,ø,9,traduction,Non, Non,1265,1,2,1,1,1,1,1,NA,,1265
1266,Ca,Ca,Ca,Ca,Ca,Et,Ca,ø,9,traduction,Non, Non,1266,1,1,1,1,1,2,1,NA,,1266
1267,gostar,gostar,gustar,gostar,gostar,gostarla,gustar,ø,9,traduction,Non, Non,1267,1,1,1,1,1,2,1,NA,,1267
1268,quanta,quánta,quánto,quántas,quánta,quánta,quanta,ø,9,traduction,Non, Non,1268,2,3,1,4,3,3,2,NA,,1268
1269,co,es,es,es,es,es,es,ø,9,traduction,Non, Non,1269,2,1,1,1,1,1,1,NA,,1269
1270,pesadura,pesadunbre,pesadura,pesadura,pesadunbre,pesadura,pesadura,ø,9,traduction,Oui, Non,1270,2,1,2,2,1,2,2,NA,,1270
1271,de,de,e,de,de,de,de,ø,9,traduction,Non, Non,1271,1,1,2,1,1,1,1,NA,,1271
1272,e,o,e,e,e,e,e,ø,9,traduction,Non, Non,1272,1,2,1,1,1,1,1,NA,,1272
1273,a,a,a,a,al,a,a,ø,9,traduction,Non, Non,1273,2,2,2,2,1,2,2,NA,,1273
1274,cuero,cuerpo,cuero,cuero,cuerpo,cuerpo,cuero,ø,9,traduction,Oui, Non,1274,2,1,2,2,1,1,2,NA,,1274
1275,blandos,blandos,blandos,blandos,blandos,blandes,blandos,ø,9,traduction,Non, Non,1275,1,1,1,1,1,2,1,NA,,1275
1276,para,para,para,para,par,para,para,ø,9,traduction,Non, Non,1276,2,2,2,2,1,2,2,NA,,1276
1277,publicamente,públicamente,públicamente,públicamente,públicamente,conplidamente,publicamente,ø,9,traduction,Oui, Non,1277,2,2,2,2,2,1,2,NA,,1277
1278,seys,seys,,seys,seys,seys,seys,ø,9,traduction,Non, Non,1278,1,1,2,1,1,1,1,NA,,1278
1279,hauer,tener,aver,aver,aver,aver,auer,ø,9,traduction,Non, Non,1279,2,1,2,2,2,2,2,NA,,1279
1280,seys,vi,seys,seys,seys,seys,seys,ø,9,traduction,Non, Non,1280,1,2,1,1,1,1,1,NA,,1280
1281,mas,más,más,más,mayores,más,mas,ø,9,traduction,Non, Non,1281,2,2,2,2,1,2,2,NA,,1281
1282,o,e,o,o,e,o,o,ø,9,traduction,Non, Non,1282,2,1,2,2,1,2,2,NA,,1282
1283,ø,v°,ø,v°,v°,quinto,ø,ø,9,traduction,Non, Non,1283,0,2,0,2,2,1,0,NA,,1283
1284,quinto,Ca,Ca,ca,Ca,Ca,Ca,ø,9,traduction,Non, Non,1284,2,1,1,1,1,1,1,NA,,1284
1285,en,en,ent,en,en,en,en,ø,9,traduction,Non, Non,1285,1,1,2,1,1,1,1,NA,,1285
1286,sy,sý,sý,sí,sí,sý,sy,ø,9,traduction,Non, Non,1286,1,2,2,2,2,2,1,NA,,1286
1287,que,que,que,que,e,que,que,ø,9,traduction,Non, Non,1287,2,2,2,2,1,2,2,NA,,1287
1288,estan,están,están,esperan,están,esperan,estan,ø,9,traduction,Oui, Non,1288,2,2,2,1,2,1,2,NA,,1288
1289,tenerse,tenerse,tenerse,tenerse,tenerse,tenerse,tener,ø,9,traduction,Non, Non,1289,1,1,1,1,1,1,2,NA,,1289
1290,del,de,de,de,de,de,de,ø,9,traduction,Non, Non,1290,2,1,1,1,1,1,1,NA,,1290
1291,asi,asý,si,así,asý,asý,assy,ø,9,traduction,Non, Non,1291,1,1,2,1,1,1,1,NA,,1291
1292,cosas,cosas,cosas,cosas,cosas,condiçiones,cosas,ø,9,glose,Oui, Non,1292,1,1,1,1,1,2,1,NA,,1292
1293,cinco,çinco,çinco,çinco,çinco,çinco,çinco,ø,9,glose,Non, Non,1293,2,1,1,1,1,1,1,NA,,1293
1294,viles,viles,viles,viles,viles,malas,viles,ø,9,glose,Non, Non,1294,1,1,1,1,1,2,1,NA,,1294
1295,para,para,para,para,para,en,para,ø,9,glose,Non, Non,1295,1,1,1,1,1,2,1,NA,,1295
1296,de,a,de,a,a,a,de,ø,9,glose,Non, Non,1296,2,1,2,1,1,1,2,NA,,1296
1297,o,o,e,o,o,o,o,ø,9,glose,Non, Non,1297,1,1,2,1,1,1,1,NA,,1297
1298,segundo,ii°,ii°,ii°,ii°,terçero,segundo,ø,9,glose,Non, Non,1298,2,1,1,1,1,3,2,NA,,1298
1299,hueste,hueste,hueste,hueste,hueste,fazienda,hueste,ø,9,glose,Oui, Non,1299,1,1,1,1,1,2,1,NA,,1299
1300,viles,ø,viles,viles,las,viles,viles,ø,9,glose,Non, Non,1300,2,0,2,2,1,2,2,NA,,1300
1301,conpañas,conpañas,conpañas,conpañas,conpañas,conpañas,companas,ø,9,glose,Non, Non,1301,1,1,1,1,1,1,2,NA,,1301
1302,ay,ý,aý,aý,ý,ý,ay,ø,9,glose,Non, Non,1302,2,1,2,2,1,1,2,NA,,1302
1303,atreuidores,atrevidas,atrevidos,atrevidos,atrevidas,atrevidos,atreuidos,ø,9,glose,Non, Non,1303,3,4,2,2,4,2,1,NA,,1303
1304,conuiene,ø,conviene,conviene,ø,deven,conuiene,ø,9,glose,Non, Non,1304,1,0,1,1,0,2,1,NA,,1304
1305,si,sý,sý,sí,sí,sý,sy,ø,9,glose,Non, Non,1305,1,2,2,2,2,2,1,NA,,1305
1306,luxuria,luxuria,luxuria,luxuria,loxuria,,luxuria,ø,9,glose,Non, Non,1306,1,1,1,1,1,2,1,NA,,1306
1307,al,capítulo,al,ø,ø,capítulo,al,ø,9,glose,Non, Non,1307,1,2,1,0,0,2,1,NA,,1307
1308,luxuriosa,luxuriosa,luxuriosa,luxuriosa,loxuriosas,lixuriosa,luxuriosa,ø,9,glose,Non, Non,1308,2,2,2,2,3,1,2,NA,,1308
1309,el,el,el,el,quel,el,el,ø,9,glose,Non, Non,1309,2,2,2,2,1,2,2,NA,,1309
1310,asirios,Asirios,asirios,Assirios,Asarios,estóycos,asirios,ø,9,glose,Oui, Non,1310,2,2,2,2,1,3,2,NA,,1310
1311,enbeuido,enbevido,enbevido,enbevido,enbevido,enbevido,enbeuido,ø,9,glose,Non, Non,1311,2,1,1,1,1,1,2,NA,,1311
1312,el,el,ø,el,quel,el,el,ø,9,glose,Non, Non,1312,2,2,0,2,1,2,2,NA,,1312
1313,enel,en,ø,en,en,en,en,ø,9,glose,Non, Non,1313,2,1,0,1,1,1,1,NA,,1313
1314,de,de,ø,de,de,enperador,de,ø,9,glose,Non, Non,1314,1,1,0,1,1,2,1,NA,,1314
1315,que,que,ø,que,de,que,que,ø,9,glose,Non, Non,1315,1,1,0,1,2,1,1,NA,,1315
1316,nin,nin,ø,nin,e,nin,nin,ø,9,glose,Non, Non,1316,1,1,0,1,2,1,1,NA,,1316
1317,el,el,ø,el,del,el,el,ø,9,glose,Non, Non,1317,2,2,0,2,1,2,2,NA,,1317
1318,desto,desto,ø,deste,desto,desto,desto,ø,9,glose,Non, Non,1318,1,1,0,2,1,1,1,NA,,1318
1319,delectaçion,delectaçión,ø,delectaçión,deletaçión,deletçión,delectacion,ø,9,glose,Non, Non,1319,3,2,0,2,2,1,2,NA,,1319
1320,Onde,onde,ø,Onde,Onde,Onde,Onde,ø,9,glose,Non, Non,1320,2,1,0,2,2,2,2,NA,,1320
1321,hueste,huesta,ø,hueste,hueste,hueste,hueste,ø,9,glose,Non, Non,1321,1,2,0,1,1,1,1,NA,,1321
1322,carnes,cosas,ø,carnes,cosas,carnes,carnes,ø,9,glose,Oui, Non,1322,1,2,0,1,2,1,1,NA,,1322
1323,o,o,ø,o,o,e,o,ø,9,glose,Non, Non,1323,1,1,0,1,1,2,1,NA,,1323
1324,enel,en,en,en,en,en,en,ø,9,glose,Non, Non,1324,2,1,1,1,1,1,1,NA,,1324
1325,quarto,iiii°,iiii°,iiii°,iiii°,quinto,quarto,ø,9,glose,Non, Non,1325,1,1,1,1,1,2,1,NA,,1325
1326,el,el,el,el,quel,el,el,ø,9,glose,Non, Non,1326,2,2,2,2,1,2,2,NA,,1326
1327,comiesen,oviesen,comiesen,comiessen,oviesen,comiesen,comiesen,ø,9,glose,Oui, Non,1327,1,2,1,1,2,1,1,NA,,1327
1328,o,o,e,o,e,ø,e,ø,9,glose,Non, Non,1328,1,1,2,1,2,0,2,NA,,1328
1329,de,de,de,de,de,que,de,ø,9,glose,Non, Non,1329,1,1,1,1,1,2,1,NA,,1329
1330,dizque,dizque,dizque,dizque,dizque,dize,dizque,ø,9,glose,Oui, Non,1330,1,1,1,1,1,2,1,NA,,1330
1331,yeruas,yeguas,yervas,yervas,yervas,yervas,yeruas,ø,9,glose,Non, Non,1331,2,1,2,2,2,2,2,NA,,1331
1332,que,quel,que,que,quel,que,que,ø,9,glose,Non, Non,1332,2,1,2,2,1,2,2,NA,,1332
1333,dezian,dizién,dezían,dezían,dizían,llamavan,dezian,ø,9,glose,Oui, Non,1333,1,1,1,1,1,2,1,NA,,1333
1334,E,e,e,E,Ca,Et,E,ø,9,glose,Non, Non,1334,3,3,3,3,1,2,3,NA,,1334
1335,desusados,desusados,desudados,desusados,desusados,desusados,desvsados,ø,9,glose,Non, Non,1335,2,2,3,2,2,2,1,NA,,1335
1336,dello,dello,dello,dello,dello,dél,dello,ø,9,glose,Non, Non,1336,1,1,1,1,1,2,1,NA,,1336
1337,furtos,furtos,fuerças,furtos,furtos,furtos,furtos,ø,9,glose,Oui, Non,1337,1,1,2,1,1,1,1,NA,,1337
1338,sabio,sabio,sabio,sabio,sobredicho,sabio,sabio,ø,9,glose,Oui, Non,1338,2,2,2,2,1,2,2,NA,,1338
1339,de,del,de,de,de,de,de,ø,9,glose,Non, Non,1339,1,2,1,1,1,1,1,NA,,1339
1340,que,e,que,que,et,e,que,ø,9,glose,Non, Non,1340,1,3,1,1,2,3,1,NA,,1340
1341,castigolo,castigól,castigólo,castigólo,castigólo,castigóle,castigolo,ø,9,glose,Non, Non,1341,2,1,4,4,4,3,2,NA,,1341
1342,brauamente,bravamente,malamente,bravamente,bravamente,bravamente,brauamente,ø,9,glose,Oui, Non,1342,2,3,1,3,3,3,2,NA,,1342
1343,dixo,díxol,dixo,dixo,dixo,dixo,dixo,ø,9,glose,Non, Non,1343,1,2,1,1,1,1,1,NA,,1343
1344,suera,fuera,fuera,fuera,fuera,fuera,fuera,ø,9,glose,Non, Non,1344,2,1,1,1,1,1,1,NA,,1344
1345,respondio,rrespondió,respondió,respondió,rrespondió,rrespondióle,respondio,ø,9,glose,Non, Non,1345,2,2,2,2,2,1,2,NA,,1345
1346,robador,ladrón,rrobador,robador,ladrón,rrobador,robador,ø,9,glose,Oui, Non,1346,1,2,1,1,2,1,1,NA,,1346
1347,quinto,v°,v°,v°,sesto,quinto,quinto,ø,9,glose,Non, Non,1347,1,2,2,2,3,1,1,NA,,1347
1348,lidiadores,lidiadores,lydiadores,lidiadores,lidiadores,lidiadores,lidiadores,ø,9,glose,Non, Non,1348,1,1,2,1,1,1,1,NA,,1348
1349,leuasen,levasen,levasen,levassen,levasen,llevasen,leuasen,ø,9,glose,Non, Non,1349,1,1,1,1,1,2,1,NA,,1349
1350,leuasen,llevasen,levasen,levassen,levasen,levasen,leuassen,ø,9,glose,Non, Non,1350,1,2,1,1,1,1,1,NA,,1350
1351,do,do,do,do,do,do,Do,ø,9,glose,Non, Non,1351,1,1,1,1,1,1,2,NA,,1351
1352,o,e,o,o,e,o,o,ø,9,glose,Non, Non,1352,2,1,2,2,1,2,2,NA,,1352
1353,e,o,e,e,o,et,e,ø,9,glose,Non, Non,1353,3,1,3,3,1,2,3,NA,,1353
1354,mandoles,mandólos,mandóles,mandóles,mandóles,mandóles,mandoles,ø,9,glose,Non, Non,1354,1,2,1,1,1,1,1,NA,,1354
1355,Ca,e,ca,Ca,Ca,Ca,Ca,ø,9,glose,Non, Non,1355,1,2,1,1,1,1,1,NA,,1355
1356,entonçe,él,entonçe,entonçe,él,él,entonçe,ø,9,glose,Non, Non,1356,2,1,2,2,1,1,2,NA,,1356
1357,trabaio,trabajo,trabajar,trabajo,travajo,trabajos,trabajo,ø,9,glose,Non, Non,1357,3,3,2,3,3,1,3,NA,,1357
1358,do,do,do,do,do,ø,que,ø,10,,Non, Non,1358,2,2,2,2,2,0,1,NA,,1358
1359,muestra,muestra,muestra,muestra,muestra,ø,demuestra,ø,10,,Non, Non,1359,1,1,1,1,1,0,2,NA,,1359
1360,leuar,levar,levar,levar,llevar,llevar,leuar,ø,10,,Non, Non,1360,2,2,2,2,1,1,2,NA,,1360
1361,señas,señas,señas,señas,señas,señales,señas,ø,10,,Non, Non,1361,1,1,1,1,1,2,1,NA,,1361
1362,deuen,deven,deven,deven,han,ø,deuen,ø,10,,Non, Non,1362,1,1,1,1,2,0,1,NA,,1362
1363,leuar,llevar,levar,levar,llevar,ø,leuar,ø,10,,Non, Non,1363,2,1,2,2,1,0,2,NA,,1363
1364,ø,ø,ø,ø,n,Segund,ø,ø,10,traduction,Non, Non,1364,0,0,0,0,2,1,0,NA,,1364
1365,ø,ø,ø,ø,han,cuenta,ø,ø,10,traduction,Non, Non,1365,0,0,0,0,1,2,0,NA,,1365
1366,ø,ø,ø,ø,señas,Vejeçio,ø,ø,10,traduction,Non, Non,1366,0,0,0,0,1,2,0,NA,,1366
1367,señales,señas,señales,señas,señas,señales,señales,ø,10,traduction,Non, Non,1367,2,1,2,1,1,2,2,NA,,1367
1368,muy,mucho,muy,muy,mucho,muy,muy,ø,10,traduction,Non, Non,1368,2,1,2,2,1,2,2,NA,,1368
1369,desterradas,deserradas,desterrados,desterradas,destenpradas,deserradas,desterradas,ø,10,traduction,Non, Non,1369,1,2,3,1,4,2,1,NA,,1369
1370,aredrasen,arredraren,arredrasen,adrassen,ø,arredraren,arredrasen,ø,10,traduction,Non, Non,1370,1,3,1,2,0,3,1,NA,,1370
1371,departida,partida,departida,departida,ø,departida,departida,ø,10,traduction,Non, Non,1371,2,1,2,2,0,2,2,NA,,1371
1372,en,en,en,en,las,en,en,ø,10,traduction,Non, Non,1372,2,2,2,2,1,2,2,NA,,1372
1373,señales,señas,señales,señales,señales,señales,señales,ø,10,traduction,Non, Non,1373,1,2,1,1,1,1,1,NA,,1373
1374,se,son,se,se,son,se,se,ø,10,traduction,Non, Non,1374,2,1,2,2,1,2,2,NA,,1374
1375,deanes,decuriones,aldeanes,deanes,deturiones,deanes,deanes,ø,10,traduction,Oui, Non,1375,1,3,2,1,3,1,1,NA,,1375
1376,el,el,el,el,el,quel,el,ø,10,traduction,Non, Non,1376,1,1,1,1,1,2,1,NA,,1376
1377,deanes,decuriones,deanes,deanes,deturiones,deanes,deanes,ø,10,traduction,Oui, Non,1377,1,2,1,1,2,1,1,NA,,1377
1378,dean,decurión,deán,deán,deturión,deán,dean,ø,10,traduction,Oui, Non,1378,1,2,1,1,2,1,1,NA,,1378
1379,E,o,Et,E,ø,e,E,ø,10,traduction,Non, Non,1379,1,3,2,1,0,1,1,NA,,1379
1380,eñl,el,el,el,el,el,el,ø,10,traduction,Non, Non,1380,2,1,1,1,1,1,1,NA,,1380
1381,yelmo,yelmo,yelmo,yelmo,diezmo,yelmo,yelmo,ø,10,traduction,Oui, Non,1381,2,2,2,2,1,2,2,NA,,1381
1382,seña,seña,seña,seña,señal,señal,seña,ø,10,traduction,Non, Non,1382,2,2,2,2,1,1,2,NA,,1382
1383,seruir,seguir,servir,servir,segir,seguir,seruir,ø,10,traduction,Non, Non,1383,1,2,1,1,2,2,1,NA,,1383
1384,enel,en,en,en,en,en,en,ø,10,traduction,Non, Non,1384,2,1,1,1,1,1,1,NA,,1384
1385,dean,decurión,deán,deán,deturión,deán,dean,ø,10,traduction,Non, Non,1385,1,2,1,1,2,1,1,NA,,1385
1386,por,por,por,por,por,por,porque,ø,10,traduction,Non, Non,1386,1,1,1,1,1,1,2,NA,,1386
1387,lo,quel,lo,le,le,le,lo,ø,10,traduction,Non, Non,1387,3,2,3,1,1,1,3,NA,,1387
1388,señas,señas,señas,señales,señas,señas,señas,ø,10,traduction,Non, Non,1388,1,1,1,2,1,1,1,NA,,1388
1389,e,o,o,o,o,o,o,ø,10,traduction,Non, Non,1389,2,1,1,1,1,1,1,NA,,1389
1390,seña,saña,seña,señal,seña,seña,seña,ø,10,traduction,Non, Non,1390,2,1,2,3,2,2,2,NA,,1390
1391,por,porque,porque,porque,porque,porque,porque,ø,10,traduction,Non, Non,1391,2,1,1,1,1,1,1,NA,,1391
1392,o,o,et,o,o,o,o,ø,10,traduction,Non, Non,1392,1,1,2,1,1,1,1,NA,,1392
1393,e,e,e,e,o,e,e,ø,10,traduction,Non, Non,1393,2,2,2,2,1,2,2,NA,,1393
1394,mayorales,mayorales,mayores,mayorales,mayorales,mayorales,mayorales,ø,10,traduction,Non, Non,1394,1,1,2,1,1,1,1,NA,,1394
1395,rezios,rrezios,rezios,rezios,rrezios,fuertes,rezios,ø,10,traduction,Non, Non,1395,2,1,2,2,1,3,2,NA,,1395
1396,armas,armas,armas,armas,armas,artes,armas,ø,10,traduction,Non, Non,1396,1,1,1,1,1,2,1,NA,,1396
1397,posimos,pusimos,posimos,posimos,dixiemos,posymos,posimos,ø,10,traduction,Non, Non,1397,1,1,1,1,2,1,1,NA,,1397
1398,guiar,guiar,guardar,guíar,giar,guiar,guiar,ø,10,traduction,Non, Non,1398,1,1,2,1,1,1,1,NA,,1398
1399,enseñar,enseñar,enseñar,enseñar,enseñar,señalar,enseñar,ø,10,traduction,Oui, Non,1399,1,1,1,1,1,2,1,NA,,1399
1400,Do,do,do,do,do,do,Do,ø,10,glose,Non, Non,1400,2,1,1,1,1,1,2,NA,,1400
1401,e,e,o,e,e,et,e,ø,10,glose,Non, Non,1401,1,1,2,1,1,3,1,NA,,1401
1402,El,el,El,El,et,El,El,ø,10,glose,Non, Non,1402,1,1,1,1,2,1,1,NA,,1402
1403,acometio,acometió,acometió,acometió,cometyó,acometió,acometio,ø,10,glose,Non, Non,1403,1,1,1,1,2,1,1,NA,,1403
1404,e,o,e,e,e,e,e,ø,10,glose,Non, Non,1404,1,2,1,1,1,1,1,NA,,1404
1405,a,en,a,a,en,en,a,ø,10,glose,Non, Non,1405,2,1,2,2,1,1,2,NA,,1405
1406,desanpararon,desanpararon,desmanpararon,desanpararon,desanpararon,,desanpararon,ø,10,glose,Non, Non,1406,1,1,1,1,1,2,1,NA,,1406
1407,o,o,Et,o,e,et,o,ø,10,glose,Non, Non,1407,2,2,3,2,1,3,2,NA,,1407
1408,mienbres,minbres,minbres,minbres,minbres,minbres,minbres,ø,10,glose,Non, Non,1408,2,1,1,1,1,1,1,NA,,1408
1409,o,o,o,o,o,e,o,ø,10,glose,Non, Non,1409,1,1,1,1,1,2,1,NA,,1409
1410,E,ca,Ca,Ca,et,ca,Ca,ø,10,glose,Non, Non,1410,1,3,3,3,2,3,3,NA,,1410
1411,faziendas,soldadas,faziendas,faziendas,soldadas,soldadas,faziendas,ø,10,glose,Oui, Non,1411,2,1,2,2,1,1,2,NA,,1411
1412,priuauan,privavan,tiravan,privavan,privavan,privavan,priuauan,ø,10,glose,Oui, Non,1412,1,1,2,1,1,1,1,NA,,1412
1413,por,por,por,por,porque,por,porque,ø,10,glose,Non, Non,1413,2,2,2,2,1,2,1,NA,,1413
1414,los,los,los,los,los,sus,los,ø,10,glose,Non, Non,1414,1,1,1,1,1,2,1,NA,,1414
1415,e,ca,e,e,ca,Ca,e,ø,10,glose,Non, Non,1415,1,2,1,1,2,2,1,NA,,1415
1416,encomenco,comienço,,comienço,comienço,comienço,comienço,ø,10,glose,Non, Non,1416,2,1,1,1,1,1,1,NA,,1416
1417,donde,donde,donde,donde,onde,donde,donde,ø,10,glose,Non, Non,1417,2,2,2,2,1,2,2,NA,,1417
1418,quales,quáles,quáles,quáles,quáles,quáles,les,ø,10,glose,Non, Non,1418,1,1,1,1,1,1,2,NA,,1418
1419,en,en,en,por,en,por,en,ø,10,glose,Non, Non,1419,1,1,1,2,1,2,1,NA,,1419
1420,donde,do,donde,donde,do,donde,donde,ø,10,glose,Non, Non,1420,2,1,2,2,1,2,2,NA,,1420
1421,o,e,o,o,e,o,o,ø,10,glose,Non, Non,1421,2,1,2,2,1,2,2,NA,,1421
1422,ø,muy,ø,ø,ø,muchas,ø,ø,10,glose,Non, Non,1422,0,2,0,0,0,1,0,NA,,1422
1423,que,que,que,que,que,quién,que,ø,10,glose,Non, Non,1423,1,1,1,1,1,2,1,NA,,1423
1424,romanos,rromanos,romanos,romanos,rromanos,de,Romanos,ø,10,glose,Oui, Non,1424,2,2,2,2,2,1,2,NA,,1424
1425,sujudgados,subjugados,sujudgados,subjugados,sojudgados,sujebtos,subjudgados,ø,10,glose,Oui, Non,1425,2,3,2,3,3,1,3,NA,,1425
1426,e,o,e,e,e,o,e,ø,10,glose,Non, Non,1426,1,2,1,1,1,2,1,NA,,1426
1427,e,e,e,e,o,e,e,ø,10,glose,Non, Non,1427,2,2,2,2,1,2,2,NA,,1427
1428,xj,xi,xi°,xi,xi,xi,xj,ø,11,,Non, Non,1428,2,2,1,2,2,2,2,NA,,1428
1429,quales,quáles,quáles,quáles,quáles,qué,quales,ø,11,,Non, Non,1429,2,2,2,2,2,1,2,NA,,1429
1430,cabdilo,cabdillo,cabdillo,caudillo,cabdillo,caudillo,cabdillo,ø,11,,Non, Non,1430,1,2,2,2,2,2,2,NA,,1430
1431,acometer,acometer,acometer,acometer,acometer,cometer,acometer,ø,11,traduction,Non, Non,1431,1,1,1,1,1,2,1,NA,,1431
1432,por,por,por,por,por,por,porque,ø,11,traduction,Non, Non,1432,1,1,1,1,1,1,2,NA,,1432
